community,modal_for_l2,n_authors,group_authors,author_share,rank
112,Biomedical and Clinical Sciences,9,29,0.3103448275862069,2
112,Biological Sciences,6,29,0.20689655172413793,3
113,Biomedical and Clinical Sciences,16,29,0.5517241379310345,1
113,Psychology,7,29,0.2413793103448276,2
113,Biological Sciences,4,29,0.13793103448275862,3
113,Health Sciences,2,29,0.06896551724137931,4
114,Biomedical and Clinical Sciences,21,29,0.7241379310344828,1
114,Health Sciences,8,29,0.27586206896551724,2
115,Biomedical and Clinical Sciences,17,28,0.6071428571428571,1
115,Health Sciences,11,28,0.39285714285714285,2
116,Health Sciences,27,27,1.0,1
117,Biomedical and Clinical Sciences,26,26,1.0,1
118,Biomedical and Clinical Sciences,19,25,0.76,1
118,Health Sciences,6,25,0.24,2
119,Biological Sciences,15,25,0.6,1
119,Biomedical and Clinical Sciences,10,25,0.4,2
120,Biomedical and Clinical Sciences,17,25,0.68,1
120,Engineering,5,25,0.2,2
120,Health Sciences,3,25,0.12,3
121,Biological Sciences,9,24,0.375,1
121,Psychology,9,24,0.375,2
121,Health Sciences,3,24,0.125,3
121,Information and Computing Sciences,3,24,0.125,4
122,Biological Sciences,13,24,0.5416666666666666,1
122,Biomedical and Clinical Sciences,11,24,0.4583333333333333,2
123,Biomedical and Clinical Sciences,22,24,0.9166666666666666,1
123,Health Sciences,2,24,0.08333333333333333,2
124,Biological Sciences,18,24,0.75,1
124,Health Sciences,4,24,0.16666666666666666,2
124,Biomedical and Clinical Sciences,2,24,0.08333333333333333,3
125,Biomedical and Clinical Sciences,17,23,0.7391304347826086,1
125,Health Sciences,6,23,0.2608695652173913,2
126,Biomedical and Clinical Sciences,23,23,1.0,1
127,Biomedical and Clinical Sciences,23,23,1.0,1
128,Biomedical and Clinical Sciences,21,22,0.9545454545454546,1
128,Biological Sciences,1,22,0.045454545454545456,2
129,Biomedical and Clinical Sciences,21,22,0.9545454545454546,1
129,Biological Sciences,1,22,0.045454545454545456,2
130,Biological Sciences,20,21,0.9523809523809523,1
130,Biomedical and Clinical Sciences,1,21,0.047619047619047616,2
131,Biomedical and Clinical Sciences,11,21,0.5238095238095238,1
131,Biological Sciences,10,21,0.47619047619047616,2
132,Biomedical and Clinical Sciences,21,21,1.0,1
133,Biomedical and Clinical Sciences,19,21,0.9047619047619048,1
133,Biological Sciences,2,21,0.09523809523809523,2
134,Biomedical and Clinical Sciences,13,21,0.6190476190476191,1
134,Health Sciences,8,21,0.38095238095238093,2
135,Biological Sciences,21,21,1.0,1
136,Biomedical and Clinical Sciences,15,21,0.7142857142857143,1
136,Health Sciences,4,21,0.19047619047619047,2
136,Psychology,2,21,0.09523809523809523,3
137,Health Sciences,13,21,0.6190476190476191,1
137,Biomedical and Clinical Sciences,8,21,0.38095238095238093,2
138,Biomedical and Clinical Sciences,21,21,1.0,1
139,Biomedical and Clinical Sciences,14,20,0.7,1
139,Biological Sciences,6,20,0.3,2
140,Health Sciences,12,20,0.6,1
140,Biomedical and Clinical Sciences,7,20,0.35,2
140,Biological Sciences,1,20,0.05,3
141,Biomedical and Clinical Sciences,16,20,0.8,1
141,Biological Sciences,4,20,0.2,2
142,Biological Sciences,8,20,0.4,1
142,Biomedical and Clinical Sciences,6,20,0.3,2
142,Health Sciences,6,20,0.3,3
143,Health Sciences,18,20,0.9,1
143,Biomedical and Clinical Sciences,2,20,0.1,2
144,Biological Sciences,13,19,0.6842105263157895,1
144,Biomedical and Clinical Sciences,6,19,0.3157894736842105,2
145,Biomedical and Clinical Sciences,19,19,1.0,1
146,Psychology,12,19,0.631578947368421,1
146,Biomedical and Clinical Sciences,7,19,0.3684210526315789,2
147,Biomedical and Clinical Sciences,10,19,0.5263157894736842,1
147,Biological Sciences,9,19,0.47368421052631576,2
148,Biomedical and Clinical Sciences,12,19,0.631578947368421,1
148,Environmental Sciences,7,19,0.3684210526315789,2
149,Biomedical and Clinical Sciences,15,19,0.7894736842105263,1
149,Biological Sciences,4,19,0.21052631578947367,2
150,Information and Computing Sciences,13,19,0.6842105263157895,1
150,Psychology,6,19,0.3157894736842105,2
151,Biomedical and Clinical Sciences,10,19,0.5263157894736842,1
151,Biological Sciences,6,19,0.3157894736842105,2
151,Health Sciences,2,19,0.10526315789473684,3
151,Environmental Sciences,1,19,0.05263157894736842,4
152,Biomedical and Clinical Sciences,19,19,1.0,1
153,Biomedical and Clinical Sciences,18,18,1.0,1
154,Biomedical and Clinical Sciences,14,18,0.7777777777777778,1
154,Health Sciences,4,18,0.2222222222222222,2
155,Biomedical and Clinical Sciences,16,18,0.8888888888888888,1
155,Health Sciences,2,18,0.1111111111111111,2
156,Biomedical and Clinical Sciences,18,18,1.0,1
157,Biomedical and Clinical Sciences,17,17,1.0,1
158,Biomedical and Clinical Sciences,17,17,1.0,1
159,Biomedical and Clinical Sciences,12,17,0.7058823529411765,1
159,Biological Sciences,5,17,0.29411764705882354,2
160,Biological Sciences,17,17,1.0,1
161,Biomedical and Clinical Sciences,17,17,1.0,1
162,Biomedical and Clinical Sciences,17,17,1.0,1
163,Biological Sciences,17,17,1.0,1
164,Biomedical and Clinical Sciences,11,17,0.6470588235294118,1
164,Biological Sciences,6,17,0.35294117647058826,2
165,Biomedical and Clinical Sciences,17,17,1.0,1
166,Biomedical and Clinical Sciences,15,17,0.8823529411764706,1
166,Information and Computing Sciences,2,17,0.11764705882352941,2
167,Biomedical and Clinical Sciences,7,17,0.4117647058823529,1
167,Health Sciences,7,17,0.4117647058823529,2
167,Biological Sciences,3,17,0.17647058823529413,3
168,Biomedical and Clinical Sciences,16,17,0.9411764705882353,1
168,Health Sciences,1,17,0.058823529411764705,2
169,Biomedical and Clinical Sciences,16,16,1.0,1
170,Biomedical and Clinical Sciences,16,16,1.0,1
171,"Agricultural, Veterinary and Food Sciences",8,16,0.5,1
171,Biomedical and Clinical Sciences,8,16,0.5,2
172,Health Sciences,16,16,1.0,1
173,Biomedical and Clinical Sciences,12,16,0.75,1
173,Biological Sciences,4,16,0.25,2
174,Psychology,7,16,0.4375,1
174,Biomedical and Clinical Sciences,4,16,0.25,2
174,Engineering,4,16,0.25,3
174,Information and Computing Sciences,1,16,0.0625,4
175,Biomedical and Clinical Sciences,16,16,1.0,1
176,Information and Computing Sciences,11,16,0.6875,1
176,Biological Sciences,5,16,0.3125,2
177,Biological Sciences,16,16,1.0,1
178,Biomedical and Clinical Sciences,16,16,1.0,1
179,Biomedical and Clinical Sciences,16,16,1.0,1
180,Biomedical and Clinical Sciences,8,16,0.5,1
180,Psychology,5,16,0.3125,2
180,Health Sciences,3,16,0.1875,3
181,Biological Sciences,16,16,1.0,1
182,Biomedical and Clinical Sciences,15,16,0.9375,1
182,Biological Sciences,1,16,0.0625,2
183,Biomedical and Clinical Sciences,16,16,1.0,1
184,Biological Sciences,16,16,1.0,1
185,Biological Sciences,15,15,1.0,1
186,Biomedical and Clinical Sciences,15,15,1.0,1
187,Biomedical and Clinical Sciences,15,15,1.0,1
188,Biomedical and Clinical Sciences,15,15,1.0,1
189,Biomedical and Clinical Sciences,15,15,1.0,1
190,Biomedical and Clinical Sciences,9,15,0.6,1
190,Biological Sciences,6,15,0.4,2
191,Biomedical and Clinical Sciences,10,15,0.6666666666666666,1
191,Information and Computing Sciences,4,15,0.26666666666666666,2
191,Health Sciences,1,15,0.06666666666666667,3
192,Biomedical and Clinical Sciences,15,15,1.0,1
193,Engineering,8,15,0.5333333333333333,1
193,Environmental Sciences,4,15,0.26666666666666666,2
193,Biomedical and Clinical Sciences,3,15,0.2,3
194,Biomedical and Clinical Sciences,11,15,0.7333333333333333,1
194,Health Sciences,4,15,0.26666666666666666,2
195,Biomedical and Clinical Sciences,15,15,1.0,1
196,Biomedical and Clinical Sciences,15,15,1.0,1
197,Biomedical and Clinical Sciences,15,15,1.0,1
198,Biological Sciences,10,15,0.6666666666666666,1
198,Health Sciences,5,15,0.3333333333333333,2
199,Biomedical and Clinical Sciences,15,15,1.0,1
200,Biomedical and Clinical Sciences,8,14,0.5714285714285714,1
200,Biological Sciences,5,14,0.35714285714285715,2
200,Health Sciences,1,14,0.07142857142857142,3
201,Biological Sciences,7,14,0.5,1
201,Biomedical and Clinical Sciences,7,14,0.5,2
202,Health Sciences,11,14,0.7857142857142857,1
202,Biological Sciences,2,14,0.14285714285714285,2
202,Biomedical and Clinical Sciences,1,14,0.07142857142857142,3
203,Psychology,14,14,1.0,1
204,Health Sciences,14,14,1.0,1
205,Biomedical and Clinical Sciences,14,14,1.0,1
206,Biomedical and Clinical Sciences,14,14,1.0,1
207,Biomedical and Clinical Sciences,9,14,0.6428571428571429,1
207,Biological Sciences,5,14,0.35714285714285715,2
208,Biomedical and Clinical Sciences,14,14,1.0,1
209,Biomedical and Clinical Sciences,11,14,0.7857142857142857,1
209,Health Sciences,3,14,0.21428571428571427,2
210,Biological Sciences,14,14,1.0,1
211,Health Sciences,10,14,0.7142857142857143,1
211,Biomedical and Clinical Sciences,4,14,0.2857142857142857,2
212,Biomedical and Clinical Sciences,14,14,1.0,1
213,Biological Sciences,7,13,0.5384615384615384,1
213,Biomedical and Clinical Sciences,6,13,0.46153846153846156,2
214,Biomedical and Clinical Sciences,13,13,1.0,1
215,Biomedical and Clinical Sciences,13,13,1.0,1
216,Biomedical and Clinical Sciences,13,13,1.0,1
217,Biomedical and Clinical Sciences,13,13,1.0,1
218,Biomedical and Clinical Sciences,11,13,0.8461538461538461,1
218,Biological Sciences,2,13,0.15384615384615385,2
219,Biomedical and Clinical Sciences,8,13,0.6153846153846154,1
219,Biological Sciences,5,13,0.38461538461538464,2
220,Health Sciences,13,13,1.0,1
221,Biomedical and Clinical Sciences,13,13,1.0,1
222,Biomedical and Clinical Sciences,13,13,1.0,1
223,Biomedical and Clinical Sciences,13,13,1.0,1
224,Biomedical and Clinical Sciences,8,13,0.6153846153846154,1
224,Health Sciences,4,13,0.3076923076923077,2
224,Environmental Sciences,1,13,0.07692307692307693,3
225,Biological Sciences,7,13,0.5384615384615384,1
225,Biomedical and Clinical Sciences,6,13,0.46153846153846156,2
226,Biomedical and Clinical Sciences,13,13,1.0,1
227,Biological Sciences,13,13,1.0,1
228,Biomedical and Clinical Sciences,13,13,1.0,1
229,Biomedical and Clinical Sciences,13,13,1.0,1
230,Biomedical and Clinical Sciences,13,13,1.0,1
231,Biological Sciences,13,13,1.0,1
232,Biomedical and Clinical Sciences,12,12,1.0,1
233,Biomedical and Clinical Sciences,12,12,1.0,1
234,Information and Computing Sciences,8,12,0.6666666666666666,1
234,Biomedical and Clinical Sciences,4,12,0.3333333333333333,2
235,Biomedical and Clinical Sciences,12,12,1.0,1
236,Biomedical and Clinical Sciences,10,12,0.8333333333333334,1
236,Biological Sciences,2,12,0.16666666666666666,2
237,Biomedical and Clinical Sciences,12,12,1.0,1
238,Biomedical and Clinical Sciences,12,12,1.0,1
239,Biomedical and Clinical Sciences,12,12,1.0,1
240,Biomedical and Clinical Sciences,12,12,1.0,1
241,Biomedical and Clinical Sciences,8,12,0.6666666666666666,1
241,Health Sciences,4,12,0.3333333333333333,2
242,Biomedical and Clinical Sciences,7,12,0.5833333333333334,1
242,Biological Sciences,5,12,0.4166666666666667,2
243,Health Sciences,6,12,0.5,1
243,Environmental Sciences,4,12,0.3333333333333333,2
243,Biomedical and Clinical Sciences,2,12,0.16666666666666666,3
244,Biomedical and Clinical Sciences,12,12,1.0,1
245,Biomedical and Clinical Sciences,8,12,0.6666666666666666,1
245,Biological Sciences,4,12,0.3333333333333333,2
246,Biomedical and Clinical Sciences,10,12,0.8333333333333334,1
246,Health Sciences,2,12,0.16666666666666666,2
247,Biomedical and Clinical Sciences,12,12,1.0,1
248,Biomedical and Clinical Sciences,12,12,1.0,1
249,Biomedical and Clinical Sciences,12,12,1.0,1
250,Biological Sciences,12,12,1.0,1
251,Psychology,7,12,0.5833333333333334,1
251,Health Sciences,5,12,0.4166666666666667,2
252,Biological Sciences,12,12,1.0,1
253,Biomedical and Clinical Sciences,12,12,1.0,1
254,Biomedical and Clinical Sciences,12,12,1.0,1
255,Biomedical and Clinical Sciences,10,12,0.8333333333333334,1
255,Health Sciences,2,12,0.16666666666666666,2
256,Biological Sciences,12,12,1.0,1
257,Biomedical and Clinical Sciences,10,12,0.8333333333333334,1
257,Psychology,2,12,0.16666666666666666,2
258,Biomedical and Clinical Sciences,12,12,1.0,1
259,Biological Sciences,7,12,0.5833333333333334,1
259,Biomedical and Clinical Sciences,5,12,0.4166666666666667,2
260,Information and Computing Sciences,7,11,0.6363636363636364,1
260,Biomedical and Clinical Sciences,2,11,0.18181818181818182,2
260,Psychology,2,11,0.18181818181818182,3
261,Biomedical and Clinical Sciences,11,11,1.0,1
262,Biomedical and Clinical Sciences,9,11,0.8181818181818182,1
262,Biological Sciences,1,11,0.09090909090909091,2
262,Environmental Sciences,1,11,0.09090909090909091,3
263,Biomedical and Clinical Sciences,11,11,1.0,1
264,Biological Sciences,11,11,1.0,1
265,Biological Sciences,11,11,1.0,1
266,Biomedical and Clinical Sciences,11,11,1.0,1
267,Biomedical and Clinical Sciences,11,11,1.0,1
268,Biomedical and Clinical Sciences,6,11,0.5454545454545454,1
268,Information and Computing Sciences,5,11,0.45454545454545453,2
269,Biomedical and Clinical Sciences,11,11,1.0,1
270,Biomedical and Clinical Sciences,6,11,0.5454545454545454,1
270,Health Sciences,5,11,0.45454545454545453,2
271,Biological Sciences,7,11,0.6363636363636364,1
271,Biomedical and Clinical Sciences,4,11,0.36363636363636365,2
272,Biological Sciences,9,11,0.8181818181818182,1
272,Biomedical and Clinical Sciences,2,11,0.18181818181818182,2
273,Biomedical and Clinical Sciences,11,11,1.0,1
274,Biological Sciences,11,11,1.0,1
275,Biomedical and Clinical Sciences,11,11,1.0,1
276,Biomedical and Clinical Sciences,11,11,1.0,1
277,Biomedical and Clinical Sciences,11,11,1.0,1
278,Health Sciences,11,11,1.0,1
279,Biological Sciences,11,11,1.0,1
280,Health Sciences,8,11,0.7272727272727273,1
280,Psychology,2,11,0.18181818181818182,2
280,Biological Sciences,1,11,0.09090909090909091,3
281,Biological Sciences,11,11,1.0,1
282,Biomedical and Clinical Sciences,11,11,1.0,1
283,Biomedical and Clinical Sciences,8,10,0.8,1
283,Health Sciences,2,10,0.2,2
284,Biomedical and Clinical Sciences,10,10,1.0,1
285,Biomedical and Clinical Sciences,10,10,1.0,1
286,Biomedical and Clinical Sciences,7,10,0.7,1
286,Biological Sciences,3,10,0.3,2
287,Biomedical and Clinical Sciences,10,10,1.0,1
288,Health Sciences,10,10,1.0,1
289,Biomedical and Clinical Sciences,10,10,1.0,1
290,Biomedical and Clinical Sciences,10,10,1.0,1
291,Biomedical and Clinical Sciences,3,10,0.3,1
291,Mathematical Sciences,3,10,0.3,2
291,Psychology,3,10,0.3,3
291,Information and Computing Sciences,1,10,0.1,4
292,Biomedical and Clinical Sciences,10,10,1.0,1
293,Biomedical and Clinical Sciences,10,10,1.0,1
294,Biomedical and Clinical Sciences,9,10,0.9,1
294,Biological Sciences,1,10,0.1,2
295,Biomedical and Clinical Sciences,10,10,1.0,1
296,Biomedical and Clinical Sciences,10,10,1.0,1
297,Biological Sciences,10,10,1.0,1
298,Health Sciences,10,10,1.0,1
299,Biological Sciences,8,10,0.8,1
299,Health Sciences,2,10,0.2,2
300,Biomedical and Clinical Sciences,10,10,1.0,1
301,Biological Sciences,10,10,1.0,1
302,Biomedical and Clinical Sciences,10,10,1.0,1
303,Biological Sciences,5,10,0.5,1
303,Health Sciences,4,10,0.4,2
303,Information and Computing Sciences,1,10,0.1,3
304,Biological Sciences,10,10,1.0,1
305,Health Sciences,6,10,0.6,1
305,Biomedical and Clinical Sciences,4,10,0.4,2
306,Biomedical and Clinical Sciences,7,10,0.7,1
306,Health Sciences,3,10,0.3,2
307,Biomedical and Clinical Sciences,10,10,1.0,1
308,Health Sciences,10,10,1.0,1
309,Biomedical and Clinical Sciences,10,10,1.0,1
310,Health Sciences,6,10,0.6,1
310,Biomedical and Clinical Sciences,4,10,0.4,2
311,Biomedical and Clinical Sciences,6,10,0.6,1
311,Biological Sciences,2,10,0.2,2
311,Health Sciences,2,10,0.2,3
312,Psychology,10,10,1.0,1
313,Biological Sciences,10,10,1.0,1
314,Biological Sciences,5,10,0.5,1
314,Biomedical and Clinical Sciences,4,10,0.4,2
314,Health Sciences,1,10,0.1,3
315,Biomedical and Clinical Sciences,10,10,1.0,1
316,Biological Sciences,10,10,1.0,1
317,Biomedical and Clinical Sciences,9,10,0.9,1
317,Biological Sciences,1,10,0.1,2
318,Biomedical and Clinical Sciences,10,10,1.0,1
319,Biological Sciences,10,10,1.0,1
320,Biomedical and Clinical Sciences,10,10,1.0,1
321,Health Sciences,10,10,1.0,1
322,Biomedical and Clinical Sciences,10,10,1.0,1
323,Biomedical and Clinical Sciences,10,10,1.0,1
324,Biomedical and Clinical Sciences,10,10,1.0,1
325,Biomedical and Clinical Sciences,10,10,1.0,1
326,Biomedical and Clinical Sciences,10,10,1.0,1
327,Biomedical and Clinical Sciences,10,10,1.0,1
328,Biomedical and Clinical Sciences,10,10,1.0,1
329,Biomedical and Clinical Sciences,10,10,1.0,1
330,Health Sciences,10,10,1.0,1
331,Psychology,10,10,1.0,1
332,Biomedical and Clinical Sciences,10,10,1.0,1
333,Biomedical and Clinical Sciences,10,10,1.0,1
334,Health Sciences,7,10,0.7,1
334,Biomedical and Clinical Sciences,3,10,0.3,2
335,Biomedical and Clinical Sciences,9,9,1.0,1
336,Biomedical and Clinical Sciences,9,9,1.0,1
337,Biomedical and Clinical Sciences,9,9,1.0,1
338,Biological Sciences,9,9,1.0,1
339,Biomedical and Clinical Sciences,9,9,1.0,1
340,Biomedical and Clinical Sciences,9,9,1.0,1
341,Biological Sciences,9,9,1.0,1
342,Biomedical and Clinical Sciences,9,9,1.0,1
343,Health Sciences,9,9,1.0,1
344,Biomedical and Clinical Sciences,9,9,1.0,1
345,Biomedical and Clinical Sciences,9,9,1.0,1
346,Biomedical and Clinical Sciences,9,9,1.0,1
347,Biomedical and Clinical Sciences,9,9,1.0,1
348,Biomedical and Clinical Sciences,9,9,1.0,1
349,Health Sciences,9,9,1.0,1
350,Health Sciences,6,9,0.6666666666666666,1
350,Biomedical and Clinical Sciences,3,9,0.3333333333333333,2
351,Biomedical and Clinical Sciences,9,9,1.0,1
352,Biomedical and Clinical Sciences,6,9,0.6666666666666666,1
352,Biological Sciences,3,9,0.3333333333333333,2
353,Biomedical and Clinical Sciences,7,9,0.7777777777777778,1
353,Biological Sciences,2,9,0.2222222222222222,2
354,Biomedical and Clinical Sciences,6,9,0.6666666666666666,1
354,Biological Sciences,3,9,0.3333333333333333,2
355,Health Sciences,9,9,1.0,1
356,Biomedical and Clinical Sciences,9,9,1.0,1
357,Biomedical and Clinical Sciences,9,9,1.0,1
358,Biomedical and Clinical Sciences,9,9,1.0,1
359,Biological Sciences,9,9,1.0,1
360,Information and Computing Sciences,9,9,1.0,1
361,Biomedical and Clinical Sciences,9,9,1.0,1
362,Biological Sciences,9,9,1.0,1
363,Biomedical and Clinical Sciences,9,9,1.0,1
364,Biomedical and Clinical Sciences,9,9,1.0,1
365,Biological Sciences,9,9,1.0,1
366,Biological Sciences,9,9,1.0,1
367,Health Sciences,9,9,1.0,1
368,Biological Sciences,9,9,1.0,1
369,Biological Sciences,9,9,1.0,1
370,Biological Sciences,9,9,1.0,1
371,Health Sciences,9,9,1.0,1
372,Biomedical and Clinical Sciences,9,9,1.0,1
373,Biological Sciences,9,9,1.0,1
374,Biomedical and Clinical Sciences,9,9,1.0,1
375,Biomedical and Clinical Sciences,9,9,1.0,1
376,Biomedical and Clinical Sciences,9,9,1.0,1
377,Biological Sciences,9,9,1.0,1
378,Biomedical and Clinical Sciences,4,9,0.4444444444444444,1
378,Biological Sciences,3,9,0.3333333333333333,2
378,Psychology,2,9,0.2222222222222222,3
379,Health Sciences,9,9,1.0,1
380,Biomedical and Clinical Sciences,9,9,1.0,1
381,Health Sciences,6,9,0.6666666666666666,1
381,Biomedical and Clinical Sciences,3,9,0.3333333333333333,2
382,Biomedical and Clinical Sciences,9,9,1.0,1
383,Biomedical and Clinical Sciences,9,9,1.0,1
384,Biomedical and Clinical Sciences,9,9,1.0,1
385,Biological Sciences,9,9,1.0,1
386,Biomedical and Clinical Sciences,9,9,1.0,1
387,Biomedical and Clinical Sciences,5,9,0.5555555555555556,1
387,Biological Sciences,4,9,0.4444444444444444,2
388,Biomedical and Clinical Sciences,9,9,1.0,1
389,Health Sciences,9,9,1.0,1
390,Health Sciences,7,9,0.7777777777777778,1
390,Biomedical and Clinical Sciences,2,9,0.2222222222222222,2
391,Biomedical and Clinical Sciences,9,9,1.0,1
392,Biomedical and Clinical Sciences,9,9,1.0,1
393,Information and Computing Sciences,9,9,1.0,1
394,Psychology,9,9,1.0,1
395,Biomedical and Clinical Sciences,9,9,1.0,1
396,Biomedical and Clinical Sciences,9,9,1.0,1
397,Biomedical and Clinical Sciences,9,9,1.0,1
398,Biomedical and Clinical Sciences,9,9,1.0,1
399,Biomedical and Clinical Sciences,9,9,1.0,1
400,Biological Sciences,9,9,1.0,1
401,Biomedical and Clinical Sciences,6,9,0.6666666666666666,1
401,Biological Sciences,3,9,0.3333333333333333,2
402,Biomedical and Clinical Sciences,9,9,1.0,1
403,Health Sciences,9,9,1.0,1
404,Biomedical and Clinical Sciences,9,9,1.0,1
405,Biomedical and Clinical Sciences,6,9,0.6666666666666666,1
405,Health Sciences,3,9,0.3333333333333333,2
406,Biomedical and Clinical Sciences,9,9,1.0,1
407,Biomedical and Clinical Sciences,7,9,0.7777777777777778,1
407,Health Sciences,2,9,0.2222222222222222,2
408,Health Sciences,9,9,1.0,1
409,Biomedical and Clinical Sciences,9,9,1.0,1
410,Biomedical and Clinical Sciences,9,9,1.0,1
411,Biomedical and Clinical Sciences,6,9,0.6666666666666666,1
411,Biological Sciences,3,9,0.3333333333333333,2
412,Biomedical and Clinical Sciences,9,9,1.0,1
413,Biomedical and Clinical Sciences,9,9,1.0,1
414,Biomedical and Clinical Sciences,9,9,1.0,1
415,Biological Sciences,9,9,1.0,1
416,Biological Sciences,9,9,1.0,1
417,Biomedical and Clinical Sciences,9,9,1.0,1
418,Biomedical and Clinical Sciences,9,9,1.0,1
419,Biological Sciences,9,9,1.0,1
420,Biological Sciences,9,9,1.0,1
421,Biomedical and Clinical Sciences,9,9,1.0,1
422,Biological Sciences,9,9,1.0,1
423,Biological Sciences,9,9,1.0,1
424,Biomedical and Clinical Sciences,9,9,1.0,1
425,Biomedical and Clinical Sciences,9,9,1.0,1
426,Biomedical and Clinical Sciences,9,9,1.0,1
427,Biomedical and Clinical Sciences,6,9,0.6666666666666666,1
427,Biological Sciences,3,9,0.3333333333333333,2
428,Biological Sciences,9,9,1.0,1
429,Biomedical and Clinical Sciences,5,8,0.625,1
429,Psychology,3,8,0.375,2
430,"Agricultural, Veterinary and Food Sciences",8,8,1.0,1
431,Biomedical and Clinical Sciences,8,8,1.0,1
432,Biomedical and Clinical Sciences,8,8,1.0,1
433,Information and Computing Sciences,8,8,1.0,1
434,Biomedical and Clinical Sciences,8,8,1.0,1
435,Biological Sciences,8,8,1.0,1
436,Biological Sciences,6,8,0.75,1
436,Biomedical and Clinical Sciences,2,8,0.25,2
437,Health Sciences,8,8,1.0,1
438,Health Sciences,8,8,1.0,1
439,Biomedical and Clinical Sciences,8,8,1.0,1
440,Health Sciences,8,8,1.0,1
441,Biomedical and Clinical Sciences,8,8,1.0,1
442,Health Sciences,8,8,1.0,1
443,Biological Sciences,6,8,0.75,1
443,Biomedical and Clinical Sciences,2,8,0.25,2
444,Health Sciences,8,8,1.0,1
445,Biological Sciences,8,8,1.0,1
446,Biological Sciences,8,8,1.0,1
447,Health Sciences,8,8,1.0,1
448,Biomedical and Clinical Sciences,8,8,1.0,1
449,Biomedical and Clinical Sciences,8,8,1.0,1
450,Biomedical and Clinical Sciences,8,8,1.0,1
451,"Agricultural, Veterinary and Food Sciences",6,8,0.75,1
451,Health Sciences,2,8,0.25,2
452,Biomedical and Clinical Sciences,8,8,1.0,1
453,Biomedical and Clinical Sciences,8,8,1.0,1
454,Biomedical and Clinical Sciences,8,8,1.0,1
455,Biomedical and Clinical Sciences,6,8,0.75,1
455,Biological Sciences,2,8,0.25,2
456,Biomedical and Clinical Sciences,8,8,1.0,1
457,Health Sciences,8,8,1.0,1
458,Biomedical and Clinical Sciences,6,8,0.75,1
458,"Agricultural, Veterinary and Food Sciences",1,8,0.125,2
458,Health Sciences,1,8,0.125,3
459,Biomedical and Clinical Sciences,8,8,1.0,1
460,Biomedical and Clinical Sciences,8,8,1.0,1
461,Biomedical and Clinical Sciences,8,8,1.0,1
462,Biomedical and Clinical Sciences,8,8,1.0,1
463,Biomedical and Clinical Sciences,8,8,1.0,1
464,Health Sciences,8,8,1.0,1
465,Biomedical and Clinical Sciences,8,8,1.0,1
466,Biomedical and Clinical Sciences,8,8,1.0,1
467,Health Sciences,5,8,0.625,1
467,Biomedical and Clinical Sciences,3,8,0.375,2
468,Biomedical and Clinical Sciences,5,8,0.625,1
468,Health Sciences,3,8,0.375,2
469,Health Sciences,8,8,1.0,1
470,Biomedical and Clinical Sciences,8,8,1.0,1
471,Biomedical and Clinical Sciences,6,8,0.75,1
471,Biological Sciences,2,8,0.25,2
472,Biomedical and Clinical Sciences,7,8,0.875,1
472,Biological Sciences,1,8,0.125,2
473,Biomedical and Clinical Sciences,8,8,1.0,1
474,Health Sciences,8,8,1.0,1
475,Biomedical and Clinical Sciences,8,8,1.0,1
476,Health Sciences,8,8,1.0,1
477,Biomedical and Clinical Sciences,8,8,1.0,1
478,Biomedical and Clinical Sciences,8,8,1.0,1
479,Biomedical and Clinical Sciences,8,8,1.0,1
480,Biological Sciences,8,8,1.0,1
481,Biomedical and Clinical Sciences,8,8,1.0,1
482,Biological Sciences,8,8,1.0,1
483,Health Sciences,8,8,1.0,1
484,Biomedical and Clinical Sciences,8,8,1.0,1
485,Biomedical and Clinical Sciences,6,8,0.75,1
485,Health Sciences,2,8,0.25,2
486,Engineering,8,8,1.0,1
487,Biological Sciences,8,8,1.0,1
488,Biomedical and Clinical Sciences,8,8,1.0,1
489,Biomedical and Clinical Sciences,8,8,1.0,1
490,Biomedical and Clinical Sciences,8,8,1.0,1
491,Biomedical and Clinical Sciences,3,8,0.375,1
491,Health Sciences,3,8,0.375,2
491,Biological Sciences,2,8,0.25,3
492,Biomedical and Clinical Sciences,8,8,1.0,1
493,Biological Sciences,8,8,1.0,1
494,Biomedical and Clinical Sciences,8,8,1.0,1
495,Biomedical and Clinical Sciences,5,8,0.625,1
495,Health Sciences,3,8,0.375,2
496,Health Sciences,8,8,1.0,1
497,Biomedical and Clinical Sciences,8,8,1.0,1
498,Biomedical and Clinical Sciences,8,8,1.0,1
499,Biomedical and Clinical Sciences,8,8,1.0,1
500,Biomedical and Clinical Sciences,8,8,1.0,1
501,Biomedical and Clinical Sciences,7,8,0.875,1
501,Health Sciences,1,8,0.125,2
502,Biomedical and Clinical Sciences,8,8,1.0,1
503,Biological Sciences,8,8,1.0,1
504,Biological Sciences,8,8,1.0,1
505,Biomedical and Clinical Sciences,8,8,1.0,1
506,Biomedical and Clinical Sciences,8,8,1.0,1
507,Biomedical and Clinical Sciences,8,8,1.0,1
508,Biomedical and Clinical Sciences,8,8,1.0,1
509,Biomedical and Clinical Sciences,8,8,1.0,1
510,Biomedical and Clinical Sciences,5,8,0.625,1
510,Health Sciences,3,8,0.375,2
511,Biomedical and Clinical Sciences,8,8,1.0,1
512,Biomedical and Clinical Sciences,8,8,1.0,1
513,Health Sciences,6,8,0.75,1
513,Biomedical and Clinical Sciences,2,8,0.25,2
