community,modal_for_l2,n_authors,group_authors,author_share,rank
6,Health Sciences,201,1948,0.10318275154004107,3
6,Information and Computing Sciences,44,1948,0.022587268993839837,4
6,Mathematical Sciences,10,1948,0.00513347022587269,5
6,Engineering,4,1948,0.002053388090349076,6
6,Psychology,4,1948,0.002053388090349076,7
6,Economics,1,1948,0.000513347022587269,8
7,Biomedical and Clinical Sciences,1203,1819,0.6613523914238593,1
7,Biological Sciences,213,1819,0.1170973062122045,2
7,Health Sciences,200,1819,0.10995052226498075,3
7,Information and Computing Sciences,165,1819,0.09070918086860913,4
7,Engineering,22,1819,0.012094557449147883,5
7,Psychology,11,1819,0.006047278724573941,6
7,"Commerce, Management, Tourism and Services",3,1819,0.0016492578339747114,7
7,"Agricultural, Veterinary and Food Sciences",1,1819,0.0005497526113249038,8
7,Unclassified,1,1819,0.0005497526113249038,9
8,Biomedical and Clinical Sciences,1033,1649,0.6264402668283808,1
8,Biological Sciences,385,1649,0.23347483323226198,2
8,Health Sciences,163,1649,0.09884778653729533,3
8,Information and Computing Sciences,26,1649,0.015767131594906003,4
8,Engineering,18,1649,0.010915706488781079,5
8,Psychology,18,1649,0.010915706488781079,6
8,"Agricultural, Veterinary and Food Sciences",4,1649,0.002425712553062462,7
8,Human Society,1,1649,0.0006064281382656155,8
8,Mathematical Sciences,1,1649,0.0006064281382656155,9
9,Biomedical and Clinical Sciences,842,1520,0.5539473684210526,1
9,Biological Sciences,375,1520,0.24671052631578946,2
9,Health Sciences,262,1520,0.1723684210526316,3
9,Environmental Sciences,21,1520,0.01381578947368421,4
9,Psychology,10,1520,0.006578947368421052,5
9,Information and Computing Sciences,9,1520,0.0059210526315789476,6
9,Engineering,1,1520,0.0006578947368421052,7
10,Biomedical and Clinical Sciences,826,1519,0.543778801843318,1
10,Biological Sciences,537,1519,0.3535220539828835,2
10,Health Sciences,98,1519,0.06451612903225806,3
10,Psychology,22,1519,0.014483212639894667,4
10,Mathematical Sciences,11,1519,0.007241606319947334,5
10,Environmental Sciences,10,1519,0.0065832784726793945,6
10,Chemical Sciences,8,1519,0.005266622778143515,7
10,Information and Computing Sciences,7,1519,0.004608294930875576,8
11,Biomedical and Clinical Sciences,833,1505,0.5534883720930233,1
11,Biological Sciences,459,1505,0.30498338870431896,2
11,Health Sciences,185,1505,0.12292358803986711,3
11,Information and Computing Sciences,16,1505,0.0106312292358804,4
11,Psychology,11,1505,0.007308970099667774,5
11,Mathematical Sciences,1,1505,0.000664451827242525,6
12,Biomedical and Clinical Sciences,764,1497,0.5103540414161657,1
12,Health Sciences,297,1497,0.19839679358717435,2
12,Psychology,214,1497,0.14295257181028725,3
12,Biological Sciences,209,1497,0.1396125584502338,4
12,"Agricultural, Veterinary and Food Sciences",6,1497,0.004008016032064128,5
12,Law and Legal Studies,5,1497,0.0033400133600534404,6
12,"Commerce, Management, Tourism and Services",1,1497,0.0006680026720106881,7
12,Information and Computing Sciences,1,1497,0.0006680026720106881,8
13,Biomedical and Clinical Sciences,674,1421,0.47431386347642507,1
13,Biological Sciences,394,1421,0.2772695285010556,2
13,Health Sciences,317,1421,0.22308233638282898,3
13,Environmental Sciences,22,1421,0.015482054890921885,4
13,Psychology,6,1421,0.00422237860661506,5
13,Economics,3,1421,0.00211118930330753,6
13,Human Society,2,1421,0.0014074595355383533,7
13,Mathematical Sciences,2,1421,0.0014074595355383533,8
13,Education,1,1421,0.0007037297677691766,9
14,Biomedical and Clinical Sciences,717,1283,0.558846453624318,1
14,Biological Sciences,394,1283,0.30709275136399067,2
14,Health Sciences,132,1283,0.10288386593920498,3
14,Psychology,16,1283,0.012470771628994544,4
14,Information and Computing Sciences,11,1283,0.00857365549493375,5
14,Philosophy and Religious Studies,5,1283,0.003897116134060795,6
14,Engineering,4,1283,0.003117692907248636,7
14,Environmental Sciences,2,1283,0.001558846453624318,8
14,"Commerce, Management, Tourism and Services",1,1283,0.000779423226812159,9
14,Mathematical Sciences,1,1283,0.000779423226812159,10
15,Biomedical and Clinical Sciences,495,1279,0.38702111024237684,1
15,Biological Sciences,466,1279,0.364347146207975,2
15,Psychology,219,1279,0.1712275215011728,3
15,Health Sciences,89,1279,0.06958561376075059,4
15,Mathematical Sciences,5,1279,0.003909304143862392,5
15,Information and Computing Sciences,3,1279,0.0023455824863174357,6
15,"Commerce, Management, Tourism and Services",1,1279,0.0007818608287724785,7
15,Human Society,1,1279,0.0007818608287724785,8
16,Biomedical and Clinical Sciences,770,1114,0.6912028725314183,1
16,Health Sciences,222,1114,0.1992818671454219,2
16,Biological Sciences,65,1114,0.05834829443447038,3
16,Engineering,15,1114,0.013464991023339317,4
16,Psychology,15,1114,0.013464991023339317,5
16,"Agricultural, Veterinary and Food Sciences",6,1114,0.005385996409335727,6
16,Mathematical Sciences,6,1114,0.005385996409335727,7
16,Earth Sciences,5,1114,0.004488330341113106,8
16,Information and Computing Sciences,5,1114,0.004488330341113106,9
16,Environmental Sciences,2,1114,0.0017953321364452424,10
16,Human Society,2,1114,0.0017953321364452424,11
16,Education,1,1114,0.0008976660682226212,12
17,Biological Sciences,730,1113,0.655884995507637,1
17,Biomedical and Clinical Sciences,219,1113,0.1967654986522911,2
17,Health Sciences,102,1113,0.09164420485175202,3
17,Engineering,30,1113,0.026954177897574125,4
17,Information and Computing Sciences,22,1113,0.019766397124887692,5
17,"History, Heritage and Archaeology",4,1113,0.0035938903863432167,6
17,Mathematical Sciences,2,1113,0.0017969451931716084,7
17,Physical Sciences,2,1113,0.0017969451931716084,8
17,Psychology,2,1113,0.0017969451931716084,9
18,Biomedical and Clinical Sciences,722,1064,0.6785714285714286,1
18,Health Sciences,287,1064,0.26973684210526316,2
18,Biological Sciences,29,1064,0.02725563909774436,3
18,Environmental Sciences,12,1064,0.011278195488721804,4
18,Psychology,9,1064,0.008458646616541353,5
18,"Agricultural, Veterinary and Food Sciences",3,1064,0.002819548872180451,6
18,Earth Sciences,1,1064,0.0009398496240601503,7
18,Mathematical Sciences,1,1064,0.0009398496240601503,8
19,Biomedical and Clinical Sciences,453,1063,0.4261523988711195,1
19,Biological Sciences,303,1063,0.2850423330197554,2
19,Psychology,182,1063,0.17121354656632173,3
19,Health Sciences,74,1063,0.06961429915333961,4
19,Information and Computing Sciences,36,1063,0.03386641580432737,5
19,Mathematical Sciences,4,1063,0.0037629350893697085,6
19,Engineering,3,1063,0.0028222013170272815,7
19,Physical Sciences,3,1063,0.0028222013170272815,8
19,Economics,2,1063,0.0018814675446848542,9
19,Human Society,2,1063,0.0018814675446848542,10
19,Environmental Sciences,1,1063,0.0009407337723424271,11
20,Biomedical and Clinical Sciences,535,1050,0.5095238095238095,1
20,Biological Sciences,438,1050,0.41714285714285715,2
20,Health Sciences,77,1050,0.07333333333333333,3
21,Biomedical and Clinical Sciences,858,1036,0.8281853281853282,1
21,Biological Sciences,85,1036,0.08204633204633205,2
21,Health Sciences,81,1036,0.07818532818532818,3
21,Psychology,10,1036,0.009652509652509652,4
21,Information and Computing Sciences,2,1036,0.0019305019305019305,5
22,Biological Sciences,467,906,0.5154525386313465,1
22,Biomedical and Clinical Sciences,413,906,0.45584988962472406,2
22,Health Sciences,14,906,0.01545253863134658,3
22,Information and Computing Sciences,10,906,0.011037527593818985,4
22,Psychology,2,906,0.002207505518763797,5
23,Biomedical and Clinical Sciences,489,877,0.5575826681870011,1
23,Health Sciences,300,877,0.34207525655644244,2
23,Biological Sciences,77,877,0.08779931584948689,3
23,Psychology,4,877,0.004561003420752566,4
23,Information and Computing Sciences,3,877,0.0034207525655644243,5
23,Education,2,877,0.002280501710376283,6
23,Engineering,2,877,0.002280501710376283,7
24,Biomedical and Clinical Sciences,483,818,0.5904645476772616,1
24,Biological Sciences,157,818,0.19193154034229828,2
24,Health Sciences,124,818,0.15158924205378974,3
24,Environmental Sciences,26,818,0.03178484107579462,4
24,Psychology,15,818,0.018337408312958436,5
24,Information and Computing Sciences,9,818,0.011002444987775062,6
24,Mathematical Sciences,3,818,0.003667481662591687,7
24,Unclassified,1,818,0.0012224938875305623,8
25,Biomedical and Clinical Sciences,523,775,0.6748387096774193,1
25,Biological Sciences,158,775,0.20387096774193547,2
25,Health Sciences,89,775,0.11483870967741935,3
25,"Agricultural, Veterinary and Food Sciences",2,775,0.0025806451612903226,4
25,Environmental Sciences,2,775,0.0025806451612903226,5
25,Mathematical Sciences,1,775,0.0012903225806451613,6
26,Biological Sciences,511,679,0.7525773195876289,1
26,Biomedical and Clinical Sciences,154,679,0.2268041237113402,2
26,Health Sciences,7,679,0.010309278350515464,3
26,Mathematical Sciences,4,679,0.005891016200294551,4
26,Psychology,3,679,0.004418262150220913,5
27,Biomedical and Clinical Sciences,414,678,0.6106194690265486,1
27,Health Sciences,211,678,0.3112094395280236,2
27,Biological Sciences,36,678,0.05309734513274336,3
27,Environmental Sciences,7,678,0.01032448377581121,4
27,Human Society,4,678,0.0058997050147492625,5
27,Mathematical Sciences,2,678,0.0029498525073746312,6
27,Psychology,2,678,0.0029498525073746312,7
27,Education,1,678,0.0014749262536873156,8
27,Unclassified,1,678,0.0014749262536873156,9
28,Biomedical and Clinical Sciences,384,671,0.5722801788375559,1
28,Biological Sciences,225,671,0.3353204172876304,2
28,Health Sciences,62,671,0.09239940387481371,3
29,Biomedical and Clinical Sciences,438,650,0.6738461538461539,1
29,Biological Sciences,99,650,0.1523076923076923,2
29,Health Sciences,93,650,0.14307692307692307,3
29,"Agricultural, Veterinary and Food Sciences",6,650,0.009230769230769232,4
29,Environmental Sciences,6,650,0.009230769230769232,5
29,Information and Computing Sciences,5,650,0.007692307692307693,6
29,Engineering,3,650,0.004615384615384616,7
30,Biomedical and Clinical Sciences,272,593,0.45868465430016864,1
30,Biological Sciences,172,593,0.2900505902192243,2
30,Health Sciences,115,593,0.19392917369308602,3
30,Psychology,13,593,0.021922428330522766,4
30,Environmental Sciences,11,593,0.01854974704890388,5
30,"Agricultural, Veterinary and Food Sciences",8,593,0.013490725126475547,6
30,Human Society,2,593,0.003372681281618887,7
31,Biomedical and Clinical Sciences,288,581,0.49569707401032703,1
31,Biological Sciences,168,581,0.2891566265060241,2
31,Health Sciences,111,581,0.19104991394148021,3
31,Psychology,6,581,0.010327022375215147,4
31,Engineering,5,581,0.008605851979345954,5
31,Information and Computing Sciences,3,581,0.0051635111876075735,6
32,Biomedical and Clinical Sciences,375,572,0.6555944055944056,1
32,Health Sciences,108,572,0.1888111888111888,2
32,Biological Sciences,66,572,0.11538461538461539,3
32,Environmental Sciences,11,572,0.019230769230769232,4
32,"Commerce, Management, Tourism and Services",7,572,0.012237762237762238,5
32,Psychology,5,572,0.008741258741258742,6
33,Biomedical and Clinical Sciences,407,540,0.7537037037037037,1
33,Health Sciences,74,540,0.13703703703703704,2
33,Biological Sciences,28,540,0.05185185185185185,3
33,Chemical Sciences,12,540,0.022222222222222223,4
33,Engineering,12,540,0.022222222222222223,5
33,"Agricultural, Veterinary and Food Sciences",5,540,0.009259259259259259,6
33,Information and Computing Sciences,2,540,0.003703703703703704,7
34,Biomedical and Clinical Sciences,404,534,0.7565543071161048,1
34,Health Sciences,94,534,0.1760299625468165,2
34,Biological Sciences,36,534,0.06741573033707865,3
35,Biological Sciences,294,461,0.6377440347071583,1
35,Biomedical and Clinical Sciences,122,461,0.2646420824295011,2
35,Health Sciences,22,461,0.04772234273318872,3
35,Psychology,12,461,0.026030368763557483,4
35,Information and Computing Sciences,8,461,0.01735357917570499,5
35,Physical Sciences,2,461,0.004338394793926247,6
35,Environmental Sciences,1,461,0.0021691973969631237,7
36,Biomedical and Clinical Sciences,172,459,0.3747276688453159,1
36,Psychology,164,459,0.3572984749455338,2
36,Health Sciences,49,459,0.10675381263616558,3
36,Biological Sciences,38,459,0.08278867102396514,4
36,Information and Computing Sciences,26,459,0.05664488017429194,5
36,Physical Sciences,6,459,0.013071895424836602,6
36,Mathematical Sciences,4,459,0.008714596949891068,7
37,Biomedical and Clinical Sciences,288,454,0.6343612334801763,1
37,Health Sciences,109,454,0.24008810572687225,2
37,Biological Sciences,37,454,0.08149779735682819,3
37,Environmental Sciences,18,454,0.039647577092511016,4
37,Chemical Sciences,1,454,0.0022026431718061676,5
37,Engineering,1,454,0.0022026431718061676,6
38,Biomedical and Clinical Sciences,235,440,0.5340909090909091,1
38,Biological Sciences,169,440,0.3840909090909091,2
38,Health Sciences,25,440,0.056818181818181816,3
38,Psychology,6,440,0.013636363636363636,4
38,Environmental Sciences,5,440,0.011363636363636364,5
39,Biomedical and Clinical Sciences,165,430,0.38372093023255816,1
39,Biological Sciences,119,430,0.27674418604651163,2
39,Health Sciences,86,430,0.2,3
39,Environmental Sciences,32,430,0.07441860465116279,4
39,Psychology,9,430,0.020930232558139535,5
39,"Agricultural, Veterinary and Food Sciences",8,430,0.018604651162790697,6
39,Earth Sciences,6,430,0.013953488372093023,7
39,Engineering,3,430,0.0069767441860465115,8
39,Chemical Sciences,2,430,0.004651162790697674,9
40,Biomedical and Clinical Sciences,276,429,0.6433566433566433,1
40,Health Sciences,84,429,0.1958041958041958,2
40,Biological Sciences,66,429,0.15384615384615385,3
40,Environmental Sciences,3,429,0.006993006993006993,4
41,Biomedical and Clinical Sciences,237,418,0.5669856459330144,1
41,Health Sciences,77,418,0.18421052631578946,2
41,Biological Sciences,60,418,0.14354066985645933,3
41,Psychology,26,418,0.06220095693779904,4
41,Information and Computing Sciences,10,418,0.023923444976076555,5
41,Environmental Sciences,4,418,0.009569377990430622,6
41,Physical Sciences,4,418,0.009569377990430622,7
42,Biomedical and Clinical Sciences,190,336,0.5654761904761905,1
42,Biological Sciences,90,336,0.26785714285714285,2
42,Health Sciences,44,336,0.13095238095238096,3
42,"Agricultural, Veterinary and Food Sciences",7,336,0.020833333333333332,4
42,Psychology,3,336,0.008928571428571428,5
42,Physical Sciences,2,336,0.005952380952380952,6
43,Biological Sciences,239,333,0.7177177177177178,1
43,Biomedical and Clinical Sciences,89,333,0.2672672672672673,2
43,Psychology,3,333,0.009009009009009009,3
43,Health Sciences,2,333,0.006006006006006006,4
44,Biomedical and Clinical Sciences,189,319,0.5924764890282131,1
44,Biological Sciences,109,319,0.34169278996865204,2
44,Health Sciences,13,319,0.04075235109717868,3
44,Mathematical Sciences,5,319,0.01567398119122257,4
44,Information and Computing Sciences,3,319,0.009404388714733543,5
45,Biomedical and Clinical Sciences,238,317,0.750788643533123,1
45,Health Sciences,53,317,0.167192429022082,2
45,Biological Sciences,20,317,0.06309148264984227,3
45,Environmental Sciences,5,317,0.015772870662460567,4
45,Psychology,1,317,0.0031545741324921135,5
46,Biomedical and Clinical Sciences,215,304,0.7072368421052632,1
46,Health Sciences,83,304,0.2730263157894737,2
46,Biological Sciences,6,304,0.019736842105263157,3
47,Biomedical and Clinical Sciences,226,296,0.7635135135135135,1
47,Biological Sciences,48,296,0.16216216216216217,2
47,Health Sciences,11,296,0.037162162162162164,3
47,Information and Computing Sciences,8,296,0.02702702702702703,4
47,Psychology,3,296,0.010135135135135136,5
48,Biological Sciences,201,292,0.6883561643835616,1
48,Biomedical and Clinical Sciences,48,292,0.1643835616438356,2
48,Health Sciences,36,292,0.1232876712328767,3
48,Information and Computing Sciences,5,292,0.017123287671232876,4
48,Human Society,2,292,0.00684931506849315,5
49,Biomedical and Clinical Sciences,110,281,0.3914590747330961,1
49,Psychology,64,281,0.2277580071174377,2
49,Health Sciences,53,281,0.18861209964412812,3
49,Biological Sciences,52,281,0.18505338078291814,4
49,Information and Computing Sciences,2,281,0.0071174377224199285,5
50,Biomedical and Clinical Sciences,172,273,0.63003663003663,1
50,Health Sciences,53,273,0.19413919413919414,2
50,Biological Sciences,40,273,0.14652014652014653,3
50,Psychology,8,273,0.029304029304029304,4
51,Biomedical and Clinical Sciences,200,269,0.7434944237918215,1
51,Health Sciences,35,269,0.13011152416356878,2
51,Biological Sciences,25,269,0.09293680297397769,3
51,Information and Computing Sciences,5,269,0.01858736059479554,4
51,Psychology,4,269,0.01486988847583643,5
52,Biological Sciences,244,267,0.9138576779026217,1
52,Biomedical and Clinical Sciences,12,267,0.0449438202247191,2
52,Health Sciences,8,267,0.0299625468164794,3
52,Information and Computing Sciences,3,267,0.011235955056179775,4
53,Biological Sciences,126,258,0.4883720930232558,1
53,Biomedical and Clinical Sciences,80,258,0.31007751937984496,2
53,Health Sciences,47,258,0.1821705426356589,3
53,Engineering,3,258,0.011627906976744186,4
53,Information and Computing Sciences,2,258,0.007751937984496124,5
54,Biomedical and Clinical Sciences,137,256,0.53515625,1
54,Biological Sciences,86,256,0.3359375,2
54,Health Sciences,31,256,0.12109375,3
54,Information and Computing Sciences,2,256,0.0078125,4
55,Biomedical and Clinical Sciences,149,220,0.6772727272727272,1
55,Biological Sciences,53,220,0.2409090909090909,2
55,Health Sciences,17,220,0.07727272727272727,3
55,Information and Computing Sciences,1,220,0.004545454545454545,4
56,Biomedical and Clinical Sciences,112,176,0.6363636363636364,1
56,Biological Sciences,39,176,0.2215909090909091,2
56,Health Sciences,25,176,0.14204545454545456,3
57,Biomedical and Clinical Sciences,137,160,0.85625,1
57,Health Sciences,18,160,0.1125,2
57,Biological Sciences,5,160,0.03125,3
58,Biomedical and Clinical Sciences,98,146,0.6712328767123288,1
58,Health Sciences,38,146,0.2602739726027397,2
58,Environmental Sciences,6,146,0.0410958904109589,3
58,Biological Sciences,4,146,0.0273972602739726,4
59,Biological Sciences,97,141,0.6879432624113475,1
59,Biomedical and Clinical Sciences,34,141,0.24113475177304963,2
59,Health Sciences,7,141,0.04964539007092199,3
59,Psychology,3,141,0.02127659574468085,4
60,Biomedical and Clinical Sciences,96,137,0.7007299270072993,1
60,Health Sciences,28,137,0.20437956204379562,2
60,Environmental Sciences,8,137,0.058394160583941604,3
60,Biological Sciences,4,137,0.029197080291970802,4
60,Mathematical Sciences,1,137,0.0072992700729927005,5
61,Biomedical and Clinical Sciences,131,136,0.9632352941176471,1
61,Engineering,4,136,0.029411764705882353,2
61,Health Sciences,1,136,0.007352941176470588,3
62,Biomedical and Clinical Sciences,127,131,0.9694656488549618,1
62,Health Sciences,3,131,0.022900763358778626,2
62,Biological Sciences,1,131,0.007633587786259542,3
63,Biomedical and Clinical Sciences,69,130,0.5307692307692308,1
63,Biological Sciences,38,130,0.2923076923076923,2
63,Engineering,19,130,0.14615384615384616,3
63,Health Sciences,3,130,0.023076923076923078,4
63,Psychology,1,130,0.007692307692307693,5
64,Biomedical and Clinical Sciences,90,117,0.7692307692307693,1
64,Health Sciences,17,117,0.1452991452991453,2
64,Biological Sciences,9,117,0.07692307692307693,3
64,Environmental Sciences,1,117,0.008547008547008548,4
65,Biomedical and Clinical Sciences,84,113,0.7433628318584071,1
65,Health Sciences,22,113,0.19469026548672566,2
65,Biological Sciences,7,113,0.061946902654867256,3
66,Biomedical and Clinical Sciences,58,111,0.5225225225225225,1
66,Biological Sciences,24,111,0.21621621621621623,2
66,Health Sciences,21,111,0.1891891891891892,3
66,Environmental Sciences,8,111,0.07207207207207207,4
67,"History, Heritage and Archaeology",96,104,0.9230769230769231,1
67,Biological Sciences,8,104,0.07692307692307693,2
68,Biomedical and Clinical Sciences,76,98,0.7755102040816326,1
68,Health Sciences,13,98,0.1326530612244898,2
68,Biological Sciences,4,98,0.04081632653061224,3
68,Human Society,3,98,0.030612244897959183,4
68,Built Environment and Design,1,98,0.01020408163265306,5
68,Psychology,1,98,0.01020408163265306,6
69,Biomedical and Clinical Sciences,75,98,0.7653061224489796,1
69,Health Sciences,17,98,0.17346938775510204,2
69,Biological Sciences,5,98,0.05102040816326531,3
69,Chemical Sciences,1,98,0.01020408163265306,4
70,Biomedical and Clinical Sciences,89,92,0.967391304347826,1
70,Biological Sciences,3,92,0.03260869565217391,2
71,Biomedical and Clinical Sciences,64,92,0.6956521739130435,1
71,Health Sciences,18,92,0.1956521739130435,2
71,Biological Sciences,10,92,0.10869565217391304,3
72,Health Sciences,47,85,0.5529411764705883,1
72,Biomedical and Clinical Sciences,29,85,0.3411764705882353,2
72,Biological Sciences,7,85,0.08235294117647059,3
72,Environmental Sciences,2,85,0.023529411764705882,4
73,Biomedical and Clinical Sciences,71,85,0.8352941176470589,1
73,Information and Computing Sciences,10,85,0.11764705882352941,2
73,Biological Sciences,2,85,0.023529411764705882,3
73,Engineering,1,85,0.011764705882352941,4
73,Health Sciences,1,85,0.011764705882352941,5
74,Biomedical and Clinical Sciences,71,84,0.8452380952380952,1
74,Biological Sciences,12,84,0.14285714285714285,2
74,Health Sciences,1,84,0.011904761904761904,3
75,Biomedical and Clinical Sciences,46,79,0.5822784810126582,1
75,Biological Sciences,24,79,0.3037974683544304,2
75,Health Sciences,5,79,0.06329113924050633,3
75,Psychology,4,79,0.05063291139240506,4
76,Biomedical and Clinical Sciences,57,77,0.7402597402597403,1
76,Health Sciences,11,77,0.14285714285714285,2
76,Biological Sciences,9,77,0.11688311688311688,3
77,Biological Sciences,31,72,0.4305555555555556,1
77,Biomedical and Clinical Sciences,23,72,0.3194444444444444,2
77,Mathematical Sciences,9,72,0.125,3
77,Information and Computing Sciences,7,72,0.09722222222222222,4
77,Economics,1,72,0.013888888888888888,5
77,Health Sciences,1,72,0.013888888888888888,6
78,Biological Sciences,31,72,0.4305555555555556,1
78,Biomedical and Clinical Sciences,19,72,0.2638888888888889,2
78,Engineering,12,72,0.16666666666666666,3
78,Information and Computing Sciences,10,72,0.1388888888888889,4
79,Biomedical and Clinical Sciences,60,70,0.8571428571428571,1
79,Biological Sciences,6,70,0.08571428571428572,2
79,Health Sciences,4,70,0.05714285714285714,3
80,Biomedical and Clinical Sciences,61,64,0.953125,1
80,Information and Computing Sciences,3,64,0.046875,2
81,Biomedical and Clinical Sciences,33,62,0.532258064516129,1
81,Health Sciences,15,62,0.24193548387096775,2
81,Biological Sciences,10,62,0.16129032258064516,3
81,Information and Computing Sciences,4,62,0.06451612903225806,4
82,Biological Sciences,35,58,0.603448275862069,1
82,Biomedical and Clinical Sciences,23,58,0.39655172413793105,2
83,Biomedical and Clinical Sciences,44,55,0.8,1
83,Biological Sciences,8,55,0.14545454545454545,2
83,Psychology,3,55,0.05454545454545454,3
84,Health Sciences,29,54,0.5370370370370371,1
84,Biomedical and Clinical Sciences,24,54,0.4444444444444444,2
84,Environmental Sciences,1,54,0.018518518518518517,3
85,Biomedical and Clinical Sciences,28,54,0.5185185185185185,1
85,Health Sciences,16,54,0.2962962962962963,2
85,Biological Sciences,8,54,0.14814814814814814,3
85,Psychology,2,54,0.037037037037037035,4
86,Biomedical and Clinical Sciences,47,53,0.8867924528301887,1
86,Health Sciences,6,53,0.11320754716981132,2
87,Biomedical and Clinical Sciences,44,49,0.8979591836734694,1
87,Biological Sciences,5,49,0.10204081632653061,2
88,Biomedical and Clinical Sciences,39,49,0.7959183673469388,1
88,Biological Sciences,8,49,0.16326530612244897,2
88,Health Sciences,2,49,0.04081632653061224,3
89,Biomedical and Clinical Sciences,36,49,0.7346938775510204,1
89,Health Sciences,9,49,0.1836734693877551,2
89,Biological Sciences,4,49,0.08163265306122448,3
90,Biomedical and Clinical Sciences,47,48,0.9791666666666666,1
90,Health Sciences,1,48,0.020833333333333332,2
91,Biomedical and Clinical Sciences,45,48,0.9375,1
91,Engineering,2,48,0.041666666666666664,2
91,"Agricultural, Veterinary and Food Sciences",1,48,0.020833333333333332,3
92,Biomedical and Clinical Sciences,31,43,0.7209302325581395,1
92,Health Sciences,8,43,0.18604651162790697,2
92,Biological Sciences,3,43,0.06976744186046512,3
92,Chemical Sciences,1,43,0.023255813953488372,4
93,Biomedical and Clinical Sciences,34,43,0.7906976744186046,1
93,Health Sciences,9,43,0.20930232558139536,2
94,Biomedical and Clinical Sciences,41,41,1.0,1
95,Biomedical and Clinical Sciences,30,39,0.7692307692307693,1
95,Biological Sciences,6,39,0.15384615384615385,2
95,Health Sciences,3,39,0.07692307692307693,3
96,Health Sciences,17,38,0.4473684210526316,1
96,Biomedical and Clinical Sciences,12,38,0.3157894736842105,2
96,Biological Sciences,9,38,0.23684210526315788,3
97,Biomedical and Clinical Sciences,14,37,0.3783783783783784,1
97,Health Sciences,13,37,0.35135135135135137,2
97,Biological Sciences,6,37,0.16216216216216217,3
97,Psychology,4,37,0.10810810810810811,4
98,Biomedical and Clinical Sciences,36,36,1.0,1
99,Biomedical and Clinical Sciences,28,36,0.7777777777777778,1
99,Health Sciences,7,36,0.19444444444444445,2
99,Biological Sciences,1,36,0.027777777777777776,3
100,Health Sciences,28,35,0.8,1
100,Biomedical and Clinical Sciences,7,35,0.2,2
101,Biomedical and Clinical Sciences,34,34,1.0,1
102,Biomedical and Clinical Sciences,34,34,1.0,1
103,Biomedical and Clinical Sciences,28,33,0.8484848484848485,1
103,Biological Sciences,4,33,0.12121212121212122,2
103,Health Sciences,1,33,0.030303030303030304,3
104,Biomedical and Clinical Sciences,17,33,0.5151515151515151,1
104,Health Sciences,14,33,0.42424242424242425,2
104,Psychology,2,33,0.06060606060606061,3
105,Biological Sciences,32,32,1.0,1
106,Biomedical and Clinical Sciences,32,32,1.0,1
107,Biomedical and Clinical Sciences,27,31,0.8709677419354839,1
107,Health Sciences,4,31,0.12903225806451613,2
108,Biomedical and Clinical Sciences,31,31,1.0,1
109,Biomedical and Clinical Sciences,16,31,0.5161290322580645,1
109,Health Sciences,15,31,0.4838709677419355,2
110,Biomedical and Clinical Sciences,30,30,1.0,1
111,Health Sciences,16,29,0.5517241379310345,1
111,Biomedical and Clinical Sciences,9,29,0.3103448275862069,2
111,Biological Sciences,4,29,0.13793103448275862,3
112,Health Sciences,14,29,0.4827586206896552,1
