researcher_id,coauthor_count,shared_paper_strength,fractional_collaboration_strength,component,component_size,in_giant_component,community
ur.01236021244.40,19,19.0,0.9999999,0,59091,True,1
ur.012360262507.38,19,35.0,2.0,0,59091,True,11
ur.01236026441.89,10,10.0,1.0,0,59091,True,11
ur.012360300776.43,35,97.0,6.0,0,59091,True,7
ur.01236037266.87,5,5.0,0.99999994,0,59091,True,73
ur.01236037360.06,9,9.0,1.0000001,0,59091,True,10
ur.012360435163.62,5,5.0,0.99999994,0,59091,True,32
ur.012360540524.32,20,40.0,2.0,0,59091,True,32
ur.01236061614.39,69,69.0,0.9999999,0,59091,True,8
ur.012360640422.69,6,6.0,1.0,1370,7,False,570
ur.012360676454.08,6,6.0,1.0,0,59091,True,3
ur.012360746454.28,8,13.0,2.0,392,9,False,434
ur.01236076550.47,24,24.0,1.0000001,0,59091,True,42
ur.01236101623.10,313,341.0,5.0,0,59091,True,7
ur.01236106624.23,11,11.0,1.0000001,489,21,False,133
ur.012361077551.81,10,10.0,1.0,0,59091,True,45
ur.012361217621.88,207,379.0,30.999994,0,59091,True,2
ur.01236132363.53,13,38.0,7.0,0,59091,True,569
ur.01236133412.28,6,6.0,1.0,0,59091,True,48
ur.012361343614.28,7,7.0,0.99999994,0,59091,True,33
ur.012361373734.58,102,122.0,3.0,0,59091,True,13
ur.012361443733.27,94,310.0,25.0,0,59091,True,12
ur.012361454000.06,10,16.0,3.0000002,0,59091,True,48
ur.01236154630.21,480,600.0,15.0,0,59091,True,9
ur.01236155756.78,17,17.0,0.99999994,0,59091,True,163
ur.012361637367.45,7,14.0,1.9999999,0,59091,True,1
ur.01236167776.88,13,13.0,1.0,0,59091,True,13
ur.012361702034.46,6,6.0,1.0,0,59091,True,7
ur.012361712754.86,14,14.0,0.99999976,0,59091,True,35
ur.012361745144.99,24,34.0,2.0000005,0,59091,True,11
ur.01236175751.47,84,84.0,1.0,0,59091,True,1
ur.01236202770.35,138,138.0,0.9999999,0,59091,True,23
ur.01236203141.20,7,13.0,2.0,649,8,False,482
ur.01236223225.33,15,15.0,0.99999994,0,59091,True,28
ur.01236227076.78,62,131.0,8.999999,0,59091,True,29
ur.012362310341.08,3,3.0,0.99999994,0,59091,True,15
ur.012362325500.11,1806,2527.0,2.0,0,59091,True,5
ur.01236235622.52,53,53.0,0.9999999,0,59091,True,1
ur.012362376125.01,19,19.0,0.9999999,0,59091,True,11
ur.012362407536.38,1570,1570.0,1.0000001,0,59091,True,5
ur.012362450230.48,22,22.0,1.0000001,0,59091,True,22
ur.012362474373.78,194,194.0,1.0,0,59091,True,1
ur.012362475025.49,1806,2527.0,2.0,0,59091,True,5
ur.012362515317.18,13,13.0,1.0,0,59091,True,33
ur.01236251637.20,225,360.0,3.0,0,59091,True,1
ur.01236256633.08,10,15.0,1.9999998,0,59091,True,139
ur.012362574004.70,2,2.0,0.99999994,1371,3,False,1380
ur.01236261651.69,1806,2527.0,2.0,0,59091,True,5
ur.01236264167.41,19,19.0,0.9999999,0,59091,True,1
ur.012362657163.67,9,9.0,1.0000001,0,59091,True,4
ur.012362670377.42,24,24.0,1.0000001,0,59091,True,13
ur.01236267653.99,66,116.0,1.9999999,0,59091,True,70
ur.012362707055.95,88,88.0,1.0,0,59091,True,10
ur.012362732425.51,3,3.0,0.99999994,0,59091,True,17
ur.012362733733.85,28,28.0,0.9999999,0,59091,True,12
ur.01236300013.27,524,524.0,1.0000001,0,59091,True,1
ur.01236311270.71,3,3.0,0.99999994,656,4,False,1067
ur.01236311424.10,11,13.0,1.9999999,353,12,False,245
ur.01236320242.01,14,14.0,2.9999998,0,59091,True,28
ur.01236322667.00,116,124.0,3.0000002,0,59091,True,1
ur.01236323451.38,19,19.0,0.9999999,0,59091,True,9
ur.012363235736.10,32,32.0,0.99999994,0,59091,True,1
ur.012363326017.12,8,8.0,0.99999994,383,9,False,416
ur.01236337306.15,23,63.0,6.0000005,0,59091,True,10
ur.012363466754.43,9,12.0,2.0,0,59091,True,18
ur.01236350263.06,8,15.0,1.9999998,0,59091,True,72
ur.012363626631.20,14,37.0,6.0,0,59091,True,2
ur.01236364663.54,30,30.0,1.0000002,0,59091,True,29
ur.012363702266.64,0,0.0,0.0,1372,1,False,1694
ur.01236371343.45,5,5.0,0.99999994,0,59091,True,53
ur.01236374572.06,82,82.0,1.0,0,59091,True,8
ur.012363752325.31,5,5.0,0.99999994,0,59091,True,25
ur.012364024723.01,7,7.0,0.99999994,0,59091,True,9
ur.01236410411.60,21,21.0,1.0,0,59091,True,10
ur.012364167202.59,9,19.0,3.0000002,323,29,False,110
ur.01236421223.55,5,5.0,0.99999994,0,59091,True,2
ur.012364306064.55,19,19.0,0.9999999,0,59091,True,13
ur.012364324100.66,905,1661.0,13.0,0,59091,True,11
ur.012364332404.64,16,21.0,2.0000002,0,59091,True,13
ur.012364375672.52,10,10.0,1.0,978,11,False,268
ur.012364432135.16,62,151.0,16.0,0,59091,True,12
ur.012364432756.18,12,12.0,0.9999999,0,59091,True,67
ur.01236450004.25,5,11.0,2.9999998,0,59091,True,107
ur.01236450323.51,51,100.0,5.0,0,59091,True,18
ur.012364515215.50,47,53.0,4.999999,0,59091,True,1
ur.01236452115.27,26,33.0,1.9999999,0,59091,True,8
ur.01236452267.55,54,54.0,1.0000001,0,59091,True,13
ur.01236453670.99,9,9.0,1.0000001,0,59091,True,4
ur.01236463713.28,62,108.0,2.9999995,0,59091,True,20
ur.012364652504.01,27,43.0,3.0,0,59091,True,81
ur.012364666014.00,8,10.0,1.9999998,0,59091,True,33
ur.012364720263.70,108,108.0,1.0000002,0,59091,True,29
ur.012365024111.96,134,224.0,3.0,0,59091,True,10
ur.01236506014.18,9,22.0,3.0,0,59091,True,6
ur.012365071775.19,34,61.0,3.0000002,0,59091,True,22
ur.01236507733.28,15,26.0,1.9999998,637,18,False,157
ur.01236512770.00,22,72.0,10.0,0,59091,True,12
ur.01236515712.20,15,15.0,0.99999994,0,59091,True,28
ur.01236517703.51,205,447.0,3.0,0,59091,True,1
ur.012365213304.51,10,17.0,3.0,0,59091,True,8
ur.012365246535.38,29,44.0,3.0000002,0,59091,True,81
ur.01236527401.79,296,483.0,2.9999998,0,59091,True,2
ur.012365306044.72,28,28.0,0.9999999,0,59091,True,9
ur.012365306130.07,16,24.0,2.9999998,0,59091,True,14
ur.01236533525.33,9,9.0,1.0000001,0,59091,True,35
ur.01236534210.66,4,4.0,1.0,0,59091,True,4
ur.01236543635.36,26,51.0,2.0,0,59091,True,27
ur.01236553210.44,29,29.0,1.0,0,59091,True,1
ur.012365605355.99,4,4.0,1.0,1373,5,False,917
ur.012365610642.08,7,7.0,0.99999994,0,59091,True,25
ur.012365664454.28,107,107.0,0.99999976,0,59091,True,1
ur.012365671566.58,48,48.0,0.99999976,0,59091,True,19
ur.01236567267.85,21,29.0,2.0,0,59091,True,39
ur.01236570254.72,26,26.0,1.0000001,0,59091,True,6
ur.012365703351.51,8,8.0,0.99999994,0,59091,True,1
ur.012365740043.91,22,44.0,2.0000002,0,59091,True,19
ur.012366017536.49,5,5.0,0.99999994,307,6,False,681
ur.012366107115.26,6,6.0,1.0,0,59091,True,9
ur.012366225300.62,10,10.0,1.0,803,11,False,275
ur.01236624315.20,99,121.0,3.0,0,59091,True,20
ur.012366250636.54,1570,1570.0,1.0000001,0,59091,True,5
ur.012366361007.40,8,8.0,0.99999994,200,9,False,417
ur.012366364743.89,5,5.0,0.99999994,0,59091,True,18
ur.01236641237.20,17,17.0,0.99999994,0,59091,True,7
ur.012366464637.37,6,12.0,2.0,0,59091,True,39
ur.012366473507.57,10,11.0,2.0,0,59091,True,1
ur.01236652311.77,16,16.0,1.0,0,59091,True,1
ur.01236655260.60,23,23.0,1.0,0,59091,True,23
ur.01236665105.67,36,43.0,2.0,0,59091,True,24
ur.012366715034.35,189,277.0,2.0,0,59091,True,7
ur.012367003512.69,46,177.0,16.0,0,59091,True,34
ur.01236701245.01,923,1150.0,10.0,0,59091,True,1
ur.01236703336.57,72,80.0,1.9999999,0,59091,True,5
ur.01236714067.94,1092,1951.0,10.0,0,59091,True,4
ur.012367177563.28,46,62.0,3.9999995,0,59091,True,4
ur.012367203663.57,18,36.0,2.0,0,59091,True,58
ur.01236726331.40,322,748.0,6.0,0,59091,True,2
ur.01236735617.04,417,856.0,46.999996,0,59091,True,6
ur.012367377270.45,4,8.0,2.0,0,59091,True,9
ur.01236755776.01,16,16.0,1.0,0,59091,True,9
ur.012367565747.92,6,6.0,1.0,0,59091,True,18
ur.012367572157.38,5,9.0,2.0,239,21,False,136
ur.012367575063.22,6,6.0,1.0,164,9,False,349
ur.01236764060.25,7,7.0,0.99999994,0,59091,True,14
ur.012367674641.14,10,12.0,1.9999998,0,59091,True,6
ur.012367703705.21,27,27.0,0.99999994,0,59091,True,4
ur.01236775365.34,745,1283.0,7.0,0,59091,True,1
ur.01237002137.66,7,10.0,3.0,0,59091,True,6
ur.012370044764.85,8,8.0,0.99999994,0,59091,True,57
ur.01237017505.49,8,16.0,3.0,0,59091,True,257
ur.012370304063.58,2,2.0,0.99999994,0,59091,True,12
ur.012370305166.87,469,625.0,11.999999,0,59091,True,4
ur.01237030660.96,185,409.0,3.0,0,59091,True,15
ur.01237033175.70,841,1423.0,22.0,0,59091,True,4
ur.01237034553.36,306,487.0,3.0,0,59091,True,2
ur.01237035107.99,541,1127.0,30.999998,0,59091,True,3
ur.012370420707.80,78,80.0,2.0000002,0,59091,True,3
ur.012370444425.76,1806,2527.0,2.0,0,59091,True,5
ur.012370455563.50,8,8.0,0.99999994,980,9,False,343
ur.012370613405.50,55,55.0,0.99999976,0,59091,True,54
ur.01237100001.74,31,88.0,4.0,0,59091,True,4
ur.012371007265.42,198,342.0,22.000002,0,59091,True,9
ur.012371044273.64,11,25.0,5.0,239,21,False,136
ur.012371046001.39,30,68.0,2.9999995,0,59091,True,60
ur.01237111465.76,3,5.0,1.9999998,0,59091,True,25
ur.012371173635.40,160,179.0,7.0,0,59091,True,15
ur.012371237417.06,11,16.0,1.9999999,0,59091,True,41
ur.012371242566.35,20,50.0,4.9999995,0,59091,True,14
ur.01237130027.85,761,1585.0,42.0,0,59091,True,7
ur.01237130377.07,34,34.0,1.0,0,59091,True,1
ur.012371350407.07,91,165.0,2.0,0,59091,True,1
ur.01237135321.42,15,15.0,0.99999994,0,59091,True,8
ur.01237145022.03,6,10.0,3.0,0,59091,True,9
ur.01237145331.78,14,14.0,0.99999976,0,59091,True,55
ur.012371467125.33,957,957.0,0.9999998,0,59091,True,5
ur.012371506542.84,97,97.0,1.0,0,59091,True,10
ur.012371515702.33,325,755.0,6.0,0,59091,True,2
ur.01237157262.12,5,5.0,0.99999994,0,59091,True,10
ur.01237167202.89,285,323.0,5.9999995,0,59091,True,2
ur.01237171033.69,15,26.0,4.0,0,59091,True,3
ur.012371755002.48,10,19.0,2.9999998,0,59091,True,18
ur.012372111736.14,1570,1570.0,1.0000001,0,59091,True,5
ur.01237211566.55,178,268.0,1.9999998,0,59091,True,10
ur.01237220417.58,39,39.0,1.0000001,0,59091,True,20
ur.01237222045.60,3,3.0,0.99999994,1374,4,False,1048
ur.01237226535.22,62,62.0,0.9999999,0,59091,True,26
ur.012372362263.25,6,6.0,1.0,0,59091,True,39
ur.01237240713.10,1,2.0,2.0,565,3,False,1286
ur.01237242640.10,128,128.0,0.99999994,0,59091,True,1
ur.01237252066.51,24,46.0,2.0,0,59091,True,9
ur.012372554071.39,1,1.0,1.0,1375,2,False,1494
ur.012372573364.78,8,8.0,2.0,0,59091,True,33
ur.012372636553.43,14,15.0,2.0000005,487,15,False,194
ur.012372643032.11,6,6.0,1.0,0,59091,True,13
ur.012372745432.72,19,30.0,2.9999998,0,59091,True,40
ur.01237302231.51,23,23.0,1.0,0,59091,True,11
ur.012373033231.13,19,19.0,0.9999999,0,59091,True,29
ur.01237303775.95,8,8.0,0.99999994,687,9,False,410
ur.012373063251.87,6,6.0,1.0,0,59091,True,25
ur.012373072042.30,8,8.0,0.99999994,0,59091,True,25
ur.01237310426.10,1553,2794.0,11.999999,0,59091,True,1
ur.012373164517.87,38,40.0,1.9999998,0,59091,True,75
ur.012373253414.14,140,240.0,1.9999998,0,59091,True,1
ur.01237337142.21,15,43.0,6.9999995,0,59091,True,59
ur.012373403714.16,54,55.0,1.9999999,0,59091,True,2
ur.012373404321.88,65,82.0,1.9999999,0,59091,True,4
ur.01237343617.69,923,2554.0,23.999998,0,59091,True,2
ur.01237344350.71,58,141.0,10.0,0,59091,True,6
ur.012373520377.63,11,15.0,3.0,0,59091,True,35
ur.012373545305.64,22,28.0,2.0,0,59091,True,25
ur.01237362200.80,40,40.0,0.9999998,0,59091,True,2
ur.012373705766.68,11,11.0,1.0000001,0,59091,True,4
ur.01237370655.47,61,139.0,24.999998,0,59091,True,30
ur.01237371435.78,11,11.0,1.0000001,215,12,False,264
ur.012374000217.60,113,113.0,1.0000001,0,59091,True,10
ur.01237401074.36,67,110.0,19.000002,0,59091,True,48
ur.01237402015.58,47,61.0,2.9999993,0,59091,True,27
ur.012374037472.48,21,40.0,2.0,0,59091,True,3
ur.012374047257.41,19,19.0,0.9999999,0,59091,True,3
ur.012374065023.34,5,5.0,0.99999994,455,6,False,716
ur.01237413764.96,40,44.0,2.0000005,0,59091,True,11
ur.01237417677.81,57,57.0,1.0,0,59091,True,2
ur.012374207462.51,6,7.0,1.9999998,0,59091,True,48
ur.01237422160.10,138,138.0,0.9999999,0,59091,True,23
ur.012374302711.25,8,11.0,1.9999998,757,9,False,435
ur.012374346757.98,13,25.0,3.0,0,59091,True,7
ur.012374350754.01,15,16.0,2.0,0,59091,True,34
ur.01237435465.04,980,980.0,1.9999996,0,59091,True,5
ur.01237436104.36,606,665.0,2.0,0,59091,True,1
ur.01237436375.66,16,16.0,1.0,0,59091,True,25
ur.012374374465.59,49,129.0,9.0,0,59091,True,50
ur.012374405376.88,13,14.0,1.9999999,0,59091,True,46
ur.01237441311.91,315,740.0,5.0,0,59091,True,2
ur.012374436066.34,13,24.0,3.0,0,59091,True,69
ur.012374474517.62,9,9.0,1.0000001,0,59091,True,8
ur.012374477617.19,3,3.0,0.99999994,1240,4,False,1160
ur.012374514052.15,2,2.0,0.99999994,1376,3,False,1379
ur.012374527741.61,10,10.0,1.0,74,21,False,129
ur.012374541667.89,9,9.0,1.0000001,0,59091,True,1
ur.012374553060.46,4,8.0,2.0,1355,5,False,876
ur.012374610765.96,1806,2527.0,2.0,0,59091,True,5
ur.01237464117.72,6,6.0,1.0,0,59091,True,18
ur.012374664432.48,14,26.0,2.0,0,59091,True,39
ur.01237467442.09,1,1.0,1.0,1377,2,False,1493
ur.01237473106.65,43,43.0,1.0,0,59091,True,10
ur.01237477354.35,211,371.0,16.999998,0,59091,True,1
ur.012375013023.48,38,128.0,13.0,0,59091,True,49
ur.01237502334.33,7,7.0,0.99999994,0,59091,True,6
ur.01237505357.33,7,7.0,0.99999994,0,59091,True,12
ur.012375057615.78,27,27.0,0.99999994,0,59091,True,3
ur.01237514721.30,12,18.0,1.9999999,0,59091,True,8
ur.012375222656.27,2,3.0,2.0,1378,3,False,1376
ur.01237525634.84,18,24.0,1.9999999,0,59091,True,50
ur.012375330617.57,47,47.0,1.0,0,59091,True,1
ur.012375404622.77,8,8.0,0.99999994,0,59091,True,53
ur.01237540625.97,9,9.0,1.0000001,0,59091,True,3
ur.01237545751.97,32,32.0,0.99999994,0,59091,True,2
ur.012375505301.12,11,17.0,3.0,0,59091,True,20
ur.01237554672.40,164,312.0,2.0000002,0,59091,True,2
ur.012375624175.05,37,74.0,1.9999998,0,59091,True,10
ur.012375637205.86,7,20.0,3.9999998,0,59091,True,13
ur.012375651617.40,11,11.0,1.0000001,0,59091,True,57
ur.012375727036.89,7,7.0,0.99999994,654,12,False,256
ur.01237575103.47,10,10.0,1.0,221,11,False,286
ur.012375770525.73,9,9.0,1.0000001,0,59091,True,1
ur.012376005046.09,6,21.0,5.0000005,160,16,False,183
ur.01237603513.27,6,6.0,1.0,241,7,False,587
ur.012376050774.66,5,5.0,1.9999998,19,48,False,88
ur.012376057741.02,10,10.0,1.0,0,59091,True,31
ur.012376113055.90,17,17.0,0.99999994,0,59091,True,8
ur.012376311316.29,14,14.0,0.99999976,206,15,False,197
ur.012376472345.20,6,6.0,1.0,1211,7,False,657
ur.01237647705.43,8,8.0,0.99999994,0,59091,True,4
ur.01237652167.88,197,267.0,3.0000002,0,59091,True,2
ur.012376567155.27,19,39.0,3.0,0,59091,True,58
ur.01237661366.90,200,268.0,4.0,0,59091,True,82
ur.01237677036.92,9,9.0,1.0000001,0,59091,True,52
ur.012376773112.47,22,44.0,2.0000002,0,59091,True,29
ur.012377013714.53,396,697.0,11.000001,0,59091,True,7
ur.01237702333.16,23,23.0,1.0,0,59091,True,23
ur.012377112447.22,32,145.0,16.000002,0,59091,True,24
ur.012377133122.89,19,53.0,3.9999998,0,59091,True,14
ur.012377211247.24,37,45.0,5.0,0,59091,True,11
ur.012377232261.85,9,9.0,1.0000001,0,59091,True,68
ur.01237731352.62,50,51.0,2.0,0,59091,True,23
ur.012377355036.18,21,21.0,1.0,0,59091,True,4
ur.01237744260.53,2,2.0,0.99999994,1212,3,False,1381
ur.01237745671.58,380,647.0,10.0,0,59091,True,4
ur.012377457034.49,14,14.0,0.99999976,332,29,False,111
ur.01237747520.13,534,1075.0,14.0,0,59091,True,1
ur.01237753570.08,16,25.0,1.9999999,0,59091,True,6
ur.012377544765.65,9,9.0,1.0000001,0,59091,True,34
ur.012377577060.99,6,6.0,1.0,728,8,False,519
ur.01237764403.87,43,43.0,1.0,0,59091,True,10
ur.01237765703.17,11,22.0,2.0000002,0,59091,True,6
ur.012377730416.91,147,158.0,1.9999998,0,59091,True,26
ur.012377747510.20,251,251.0,1.0,0,59091,True,1
ur.01237776541.53,148,148.0,1.0,0,59091,True,1
ur.01240001304.55,23,55.0,4.9999995,0,59091,True,12
ur.01240006267.28,73,105.0,5.0,0,59091,True,3
ur.012400127270.08,32,32.0,0.99999994,0,59091,True,4
ur.01240032256.75,78,78.0,1.0000001,0,59091,True,11
ur.012400323223.40,4,9.0,3.0,0,59091,True,42
ur.01240034275.37,53,53.0,0.9999999,0,59091,True,2
ur.01240037216.31,138,138.0,0.9999999,0,59091,True,23
ur.01240040107.04,32,181.0,9.0,0,59091,True,64
ur.012400404606.92,20,24.0,3.0,0,59091,True,34
ur.012400524603.62,20,21.0,2.0000002,201,21,False,132
ur.01240055532.25,40,40.0,0.9999998,0,59091,True,23
ur.012400607166.25,4,7.0,2.0,268,8,False,455
ur.01240062012.43,1,1.0,1.0,1379,2,False,1491
ur.012400621331.39,2,2.0,0.99999994,970,3,False,1314
ur.01240066346.61,213,213.0,0.99999976,0,59091,True,1
ur.01240070400.74,24,24.0,1.0000001,0,59091,True,7
ur.012400737242.14,60,60.0,0.9999999,0,59091,True,47
ur.01240077561.87,41,70.0,5.0,0,59091,True,16
ur.01240102026.84,898,1221.0,22.0,0,59091,True,1
ur.012401050305.01,3,3.0,0.99999994,842,9,False,368
ur.012401071577.00,14,14.0,0.99999976,0,59091,True,20
ur.012401125422.47,22,22.0,1.0000001,0,59091,True,12
ur.012401127336.46,4,8.0,2.0,698,9,False,400
ur.012401130773.32,51,51.0,1.0000001,0,59091,True,11
ur.012401155603.47,37,69.0,7.0,0,59091,True,8
ur.01240116143.82,38,41.0,1.9999998,0,59091,True,10
ur.01240123415.54,8,8.0,0.99999994,446,9,False,425
ur.012401333724.01,31,73.0,7.999999,0,59091,True,84
ur.01240142213.17,2,2.0,0.99999994,0,59091,True,9
ur.012401433024.94,1806,2527.0,2.0,0,59091,True,5
ur.01240146172.78,38,38.0,1.0,0,59091,True,4
ur.012401553711.02,6,9.0,2.0,0,59091,True,25
ur.012401566723.77,13,13.0,1.0,569,14,False,200
ur.012401603111.20,8,8.0,0.99999994,0,59091,True,30
ur.012401617507.54,144,165.0,8.999999,0,59091,True,3
ur.01240166762.11,12,22.0,2.0000002,0,59091,True,16
ur.01240167367.19,10,10.0,1.0,0,59091,True,45
ur.01240167711.33,9,9.0,1.0000001,0,59091,True,3
ur.01240173415.53,28,28.0,0.9999999,0,59091,True,9
ur.012401754406.10,28,28.0,0.9999999,0,59091,True,54
ur.012402014505.12,17,17.0,0.99999994,0,59091,True,3
ur.01240205213.14,121,194.0,2.0,0,59091,True,2
ur.01240215433.12,6,6.0,1.0,0,59091,True,16
ur.01240221473.01,128,128.0,0.99999994,0,59091,True,1
ur.01240227630.20,3,3.0,0.99999994,1380,4,False,1027
ur.01240230000.49,37,37.0,0.9999999,0,59091,True,10
ur.012402313205.13,12,12.0,0.9999999,0,59091,True,2
ur.01240232107.10,12,12.0,0.9999999,0,59091,True,17
ur.01240233274.17,505,507.0,2.0000002,0,59091,True,2
ur.012402352471.70,19,19.0,0.9999999,0,59091,True,48
ur.01240241717.38,33,33.0,1.0,0,59091,True,1
ur.012402454375.53,12,21.0,2.0,0,59091,True,14
ur.012402601172.29,6,6.0,1.0,294,7,False,589
ur.01240260661.62,21,42.0,2.0,0,59091,True,2
ur.01240263571.70,22,22.0,1.0000001,0,59091,True,9
ur.012402660426.16,22,22.0,1.0000001,0,59091,True,8
ur.012402747534.49,16,16.0,1.0,0,59091,True,53
ur.01240277047.33,128,128.0,0.99999994,0,59091,True,1
ur.01240302022.53,108,108.0,1.0000002,0,59091,True,29
ur.012403055435.46,10,10.0,1.0,0,59091,True,31
ur.01240306622.11,84,84.0,1.0,0,59091,True,1
ur.01240310454.75,8,8.0,0.99999994,0,59091,True,33
ur.012403105656.10,15,15.0,2.0000005,0,59091,True,32
ur.01240315114.16,29,55.0,3.0000002,0,59091,True,3
ur.012403216175.36,3,3.0,0.99999994,1286,4,False,1039
ur.012403265257.28,56,56.0,0.9999999,0,59091,True,5
ur.01240327253.57,4,4.0,1.0,898,5,False,927
ur.012403330235.13,19,19.0,0.9999999,0,59091,True,3
ur.012403334057.58,14,14.0,0.99999976,0,59091,True,80
ur.012403340034.34,42,69.0,3.0000002,0,59091,True,64
ur.012403355134.52,447,871.0,5.999999,0,59091,True,4
ur.012403363433.53,12,12.0,0.9999999,0,59091,True,19
ur.012403433014.20,9,15.0,2.0,0,59091,True,57
ur.01240347722.67,211,274.0,5.0,0,59091,True,2
ur.012403677065.25,4,4.0,1.0,309,5,False,978
ur.012403721675.45,11,11.0,1.0000001,0,59091,True,9
ur.01240376700.43,535,1229.0,71.00001,0,59091,True,3
ur.012404010601.52,4,4.0,1.0,255,11,False,265
ur.012404047032.96,57,57.0,1.0,0,59091,True,1
ur.012404054341.68,1859,2612.0,3.9999998,0,59091,True,5
ur.012404062516.18,12,12.0,0.9999999,0,59091,True,14
ur.01240411533.17,1319,2796.0,12.999999,0,59091,True,11
ur.012404154102.94,520,520.0,1.0,0,59091,True,1
ur.01240417541.45,7,14.0,1.9999999,0,59091,True,17
ur.012404212303.16,4,8.0,2.0,0,59091,True,16
ur.012404254171.42,6,12.0,2.0,787,7,False,552
ur.012404321517.50,74,143.0,2.0000002,0,59091,True,1
ur.012404343620.30,85,113.0,4.0,0,59091,True,7
ur.012404356031.12,41,84.0,5.9999995,0,59091,True,17
ur.01240436654.31,213,378.0,4.0,0,59091,True,7
ur.01240442405.30,9,9.0,1.0000001,0,59091,True,3
ur.012404507726.75,16,53.0,8.0,0,59091,True,40
ur.012404555742.23,24,24.0,1.0000001,0,59091,True,9
ur.012404560520.41,1086,2745.0,8.0,0,59091,True,1
ur.01240456501.49,2486,7152.0,48.000004,0,59091,True,1
ur.01240473753.59,106,106.0,1.0,0,59091,True,19
ur.01240475161.01,320,502.0,3.0,0,59091,True,1
ur.012404764552.23,88,88.0,1.0,0,59091,True,1
ur.012404766604.16,163,163.0,0.99999994,0,59091,True,5
ur.012404770435.28,21,69.0,8.999999,0,59091,True,27
ur.012404772253.26,8,22.0,5.0000005,0,59091,True,19
ur.012404773202.29,9,14.0,1.9999999,0,59091,True,1
ur.01240500075.77,14,28.0,1.9999995,0,59091,True,71
ur.01240502110.70,114,199.0,2.0,0,59091,True,10
ur.01240502741.87,108,108.0,1.0000002,0,59091,True,29
ur.012405052747.34,4,4.0,1.0,0,59091,True,71
ur.012405224145.09,137,183.0,8.0,0,59091,True,6
ur.012405274461.06,8,8.0,0.99999994,0,59091,True,57
ur.01240532676.80,18,18.0,1.0,0,59091,True,1
ur.01240534120.31,19,38.0,1.9999998,0,59091,True,22
ur.012405364657.10,4,4.0,1.0,0,59091,True,7
ur.012405422014.41,20,20.0,1.0,0,59091,True,34
ur.01240542344.23,9,9.0,1.0000001,0,59091,True,9
ur.01240547355.48,228,616.0,6.9999995,0,59091,True,2
ur.01240551761.88,34,34.0,1.0,0,59091,True,1
ur.01240552043.22,42,151.0,5.0,0,59091,True,19
ur.012405560327.36,2,2.0,0.99999994,1381,3,False,1374
ur.01240557772.70,113,165.0,8.0,0,59091,True,1
ur.01240560656.14,34,50.0,3.9999995,0,59091,True,29
ur.012405646232.02,666,1112.0,4.0000005,0,59091,True,27
ur.012405653772.13,13,16.0,2.0,0,59091,True,37
ur.01240566543.64,48,48.0,0.99999976,0,59091,True,19
ur.01240567310.02,4,8.0,2.0,0,59091,True,15
ur.012405754067.86,108,108.0,1.0000002,0,59091,True,29
ur.01240601763.52,101,101.0,0.9999999,0,59091,True,10
ur.01240602433.87,5,8.0,2.0,264,6,False,746
ur.01240604741.27,8,31.0,4.9999995,0,59091,True,10
ur.01240607123.00,8,8.0,0.99999994,0,59091,True,8
ur.01240614003.49,12,12.0,0.9999999,0,59091,True,1
ur.01240621736.84,1876,2626.0,3.9999998,0,59091,True,5
ur.012406255251.90,35,91.0,12.0,0,59091,True,25
ur.012406300324.24,6,6.0,1.0,1075,7,False,642
ur.012406316456.25,29,45.0,2.9999993,0,59091,True,31
ur.012406401753.99,8,8.0,0.99999994,172,9,False,354
ur.01240640612.44,314,788.0,26.0,0,59091,True,3
ur.012406424541.66,7,7.0,0.99999994,0,59091,True,1
ur.01240643576.26,14,19.0,2.0,0,59091,True,18
ur.01240644560.19,439,812.0,15.0,0,59091,True,3
ur.012406523757.33,4,4.0,1.0,759,5,False,909
ur.01240657407.48,4,4.0,1.0,0,59091,True,2
ur.012406614502.54,439,617.0,32.0,0,59091,True,6
ur.012406667116.70,8,8.0,0.99999994,0,59091,True,24
ur.012406675423.48,23,35.0,2.0,0,59091,True,4
ur.012406713521.39,10,15.0,3.0,619,11,False,278
ur.012406716703.62,47,98.0,4.999999,0,59091,True,10
ur.012406722157.58,59,59.0,1.0000001,0,59091,True,3
ur.012406726462.21,9,17.0,2.0,0,59091,True,38
ur.012407022327.84,17,17.0,0.99999994,0,59091,True,8
ur.01240703370.01,26,34.0,3.0,0,59091,True,14
ur.012407072222.12,9,9.0,1.0000001,0,59091,True,79
ur.012407124674.68,7,7.0,0.99999994,0,59091,True,24
ur.01240713475.48,35,35.0,0.99999994,0,59091,True,52
ur.012407155621.37,28,28.0,0.9999999,0,59091,True,9
ur.01240722355.42,7,7.0,0.99999994,0,59091,True,9
ur.01240726125.19,14,22.0,2.0000002,0,59091,True,22
ur.01240734344.12,30,42.0,4.0000005,0,59091,True,34
ur.012407365266.84,16,16.0,1.0,0,59091,True,13
ur.01240747564.26,29,29.0,1.0,0,59091,True,1
ur.012407510503.73,23,31.0,2.9999998,0,59091,True,10
ur.012407512605.86,4,4.0,1.0,0,59091,True,16
ur.012407530657.04,5,5.0,0.99999994,0,59091,True,8
ur.01240760565.42,26,26.0,1.0000001,0,59091,True,8
ur.012407651025.63,1806,2527.0,2.0,0,59091,True,5
ur.01240765452.98,9,9.0,1.0000001,0,59091,True,9
ur.01240766063.15,18,18.0,1.0,0,59091,True,152
