community,modal_for_l4,n_authors,group_authors,author_share,rank
18,Atmospheric Sciences,5,1058,0.004725897920604915,16
18,Machine Learning,5,1058,0.004725897920604915,17
18,Neurosciences,5,1058,0.004725897920604915,18
18,Statistics,5,1058,0.004725897920604915,19
18,Biomedical Engineering,4,1058,0.003780718336483932,20
18,Medical Physiology,4,1058,0.003780718336483932,21
18,Pharmacology and Pharmaceutical Sciences,4,1058,0.003780718336483932,22
18,Bioinformatics and Computational Biology,3,1058,0.002835538752362949,23
18,Curriculum and Pedagogy,2,1058,0.001890359168241966,24
18,Data Management and Data Science,2,1058,0.001890359168241966,25
18,Policy and Administration,2,1058,0.001890359168241966,26
18,Reproductive Medicine,2,1058,0.001890359168241966,27
18,Human-Centred Computing,1,1058,0.000945179584120983,28
19,Biological Psychology,410,988,0.4149797570850202,1
19,Genetics,166,988,0.1680161943319838,2
19,Clinical Sciences,92,988,0.0931174089068826,3
19,Epidemiology,69,988,0.06983805668016195,4
19,Biochemistry and Cell Biology,35,988,0.0354251012145749,5
19,Health Services and Systems,24,988,0.024291497975708502,6
19,Medical Biochemistry and Metabolomics,23,988,0.02327935222672065,7
19,Ophthalmology and Optometry,22,988,0.022267206477732792,8
19,Machine Learning,21,988,0.02125506072874494,9
19,Medical Microbiology,21,988,0.02125506072874494,10
19,Cardiovascular Medicine and Haematology,12,988,0.012145748987854251,11
19,Bioinformatics and Computational Biology,11,988,0.011133603238866396,12
19,Data Management and Data Science,11,988,0.011133603238866396,13
19,Unclassified,9,988,0.009109311740890687,14
19,Nutrition and Dietetics,8,988,0.008097165991902834,15
19,Pharmacology and Pharmaceutical Sciences,7,988,0.00708502024291498,16
19,Medical Biotechnology,6,988,0.006072874493927126,17
19,Public Health,6,988,0.006072874493927126,18
19,Clinical and Health Psychology,5,988,0.005060728744939271,19
19,Demography,5,988,0.005060728744939271,20
19,Oncology and Carcinogenesis,5,988,0.005060728744939271,21
19,Neurosciences,4,988,0.004048582995951417,22
19,Applied and Developmental Psychology,3,988,0.003036437246963563,23
19,Cognitive and Computational Psychology,3,988,0.003036437246963563,24
19,Immunology,3,988,0.003036437246963563,25
19,Statistics,3,988,0.003036437246963563,26
19,Computer Vision and Multimedia Computation,2,988,0.0020242914979757085,27
19,Applied Economics,1,988,0.0010121457489878543,28
19,Econometrics,1,988,0.0010121457489878543,29
20,Genetics,382,894,0.4272930648769575,1
20,Clinical Sciences,152,894,0.17002237136465326,2
20,Cardiovascular Medicine and Haematology,118,894,0.1319910514541387,3
20,Epidemiology,76,894,0.08501118568232663,4
20,Medical Physiology,75,894,0.08389261744966443,5
20,Bioinformatics and Computational Biology,25,894,0.02796420581655481,6
20,Medical Biochemistry and Metabolomics,16,894,0.017897091722595078,7
20,Pharmacology and Pharmaceutical Sciences,14,894,0.015659955257270694,8
20,Biological Psychology,7,894,0.007829977628635347,9
20,Unclassified,7,894,0.007829977628635347,10
20,Immunology,6,894,0.006711409395973154,11
20,Reproductive Medicine,6,894,0.006711409395973154,12
20,Health Services and Systems,4,894,0.0044742729306487695,13
20,Machine Learning,3,894,0.003355704697986577,14
20,Biochemistry and Cell Biology,2,894,0.0022371364653243847,15
20,Oncology and Carcinogenesis,1,894,0.0011185682326621924,16
21,Clinical Sciences,252,838,0.30071599045346065,1
21,Epidemiology,155,838,0.18496420047732698,2
21,Cardiovascular Medicine and Haematology,84,838,0.10023866348448687,3
21,Biological Psychology,65,838,0.07756563245823389,4
21,Nutrition and Dietetics,63,838,0.07517899761336516,5
21,Genetics,42,838,0.050119331742243436,6
21,Public Health,39,838,0.046539379474940336,7
21,Ophthalmology and Optometry,25,838,0.029832935560859187,8
21,Oncology and Carcinogenesis,24,838,0.028639618138424822,9
21,Health Services and Systems,20,838,0.02386634844868735,10
21,Biochemistry and Cell Biology,10,838,0.011933174224343675,11
21,Neurosciences,8,838,0.00954653937947494,12
21,Statistics,8,838,0.00954653937947494,13
21,Unclassified,7,838,0.008353221957040573,14
21,Analytical Chemistry,5,838,0.0059665871121718375,15
21,Immunology,5,838,0.0059665871121718375,16
21,Medical Biochemistry and Metabolomics,5,838,0.0059665871121718375,17
21,Nursing,5,838,0.0059665871121718375,18
21,Pharmacology and Pharmaceutical Sciences,4,838,0.00477326968973747,19
21,Reproductive Medicine,4,838,0.00477326968973747,20
21,Chemical Engineering,3,838,0.003579952267303103,21
21,Medical Physiology,2,838,0.002386634844868735,22
21,Paediatrics,2,838,0.002386634844868735,23
21,Bioinformatics and Computational Biology,1,838,0.0011933174224343676,24
22,Genetics,257,772,0.3329015544041451,1
22,Epidemiology,144,772,0.18652849740932642,2
22,Cardiovascular Medicine and Haematology,92,772,0.11917098445595854,3
22,Clinical Sciences,90,772,0.11658031088082901,4
22,Pharmacology and Pharmaceutical Sciences,27,772,0.034974093264248704,5
22,Unclassified,25,772,0.03238341968911917,6
22,Anthropology,20,772,0.025906735751295335,7
22,Health Services and Systems,20,772,0.025906735751295335,8
22,Medical Physiology,17,772,0.022020725388601035,9
22,Medical Biochemistry and Metabolomics,13,772,0.01683937823834197,10
22,Public Health,13,772,0.01683937823834197,11
22,Biomedical Engineering,10,772,0.012953367875647668,12
22,Biological Psychology,9,772,0.011658031088082901,13
22,Machine Learning,8,772,0.010362694300518135,14
22,Nutrition and Dietetics,8,772,0.010362694300518135,15
22,"Graphics, Augmented Reality and Games",5,772,0.006476683937823834,16
22,Demography,3,772,0.0038860103626943004,17
22,Ecology,3,772,0.0038860103626943004,18
22,Statistics,3,772,0.0038860103626943004,19
22,Oncology and Carcinogenesis,2,772,0.0025906735751295338,20
22,Bioinformatics and Computational Biology,1,772,0.0012953367875647669,21
22,Reproductive Medicine,1,772,0.0012953367875647669,22
22,Sports Science and Exercise,1,772,0.0012953367875647669,23
23,Cardiovascular Medicine and Haematology,194,744,0.260752688172043,1
23,Genetics,167,744,0.22446236559139784,2
23,Clinical Sciences,156,744,0.20967741935483872,3
23,Epidemiology,100,744,0.13440860215053763,4
23,Biochemistry and Cell Biology,53,744,0.07123655913978495,5
23,Biological Psychology,15,744,0.020161290322580645,6
23,Immunology,10,744,0.013440860215053764,7
23,Oncology and Carcinogenesis,10,744,0.013440860215053764,8
23,Public Health,10,744,0.013440860215053764,9
23,Unclassified,9,744,0.012096774193548387,10
23,Microbiology,5,744,0.006720430107526882,11
23,Pharmacology and Pharmaceutical Sciences,5,744,0.006720430107526882,12
23,Health Services and Systems,4,744,0.005376344086021506,13
23,Nutrition and Dietetics,3,744,0.004032258064516129,14
23,Medical Biochemistry and Metabolomics,2,744,0.002688172043010753,15
23,Bioinformatics and Computational Biology,1,744,0.0013440860215053765,16
24,Clinical Sciences,319,719,0.44367176634214184,1
24,Epidemiology,191,719,0.26564673157162727,2
24,Genetics,116,719,0.16133518776077885,3
24,Biological Psychology,22,719,0.030598052851182198,4
24,Machine Learning,12,719,0.016689847009735744,5
24,Cardiovascular Medicine and Haematology,11,719,0.015299026425591099,6
24,Health Services and Systems,10,719,0.013908205841446454,7
24,Ophthalmology and Optometry,8,719,0.011126564673157162,8
24,Biochemistry and Cell Biology,6,719,0.008344923504867872,9
24,Applied and Developmental Psychology,5,719,0.006954102920723227,10
24,Biomedical Engineering,5,719,0.006954102920723227,11
24,Clinical and Health Psychology,4,719,0.005563282336578581,12
24,Paediatrics,4,719,0.005563282336578581,13
24,Allied Health and Rehabilitation Science,3,719,0.004172461752433936,14
24,Unclassified,2,719,0.0027816411682892906,15
24,Dentistry,1,719,0.0013908205841446453,16
25,Clinical Sciences,202,668,0.3023952095808383,1
25,Epidemiology,128,668,0.19161676646706588,2
25,Public Health,72,668,0.10778443113772455,3
25,Nutrition and Dietetics,57,668,0.08532934131736528,4
25,Health Services and Systems,48,668,0.0718562874251497,5
25,Biological Psychology,39,668,0.058383233532934134,6
25,Cardiovascular Medicine and Haematology,25,668,0.0374251497005988,7
25,Demography,22,668,0.03293413173652695,8
25,Biochemistry and Cell Biology,21,668,0.03143712574850299,9
25,Ophthalmology and Optometry,11,668,0.016467065868263474,10
25,Medical Microbiology,10,668,0.014970059880239521,11
25,Genetics,9,668,0.01347305389221557,12
25,Immunology,7,668,0.010479041916167664,13
25,Medical Biochemistry and Metabolomics,4,668,0.005988023952095809,14
25,Reproductive Medicine,4,668,0.005988023952095809,15
25,Unclassified,4,668,0.005988023952095809,16
25,Oncology and Carcinogenesis,2,668,0.0029940119760479044,17
25,Statistics,2,668,0.0029940119760479044,18
25,Pollution and Contamination,1,668,0.0014970059880239522,19
26,Clinical Sciences,154,667,0.23088455772113944,1
26,Genetics,142,667,0.2128935532233883,2
26,Biochemistry and Cell Biology,79,667,0.1184407796101949,3
26,Oncology and Carcinogenesis,63,667,0.0944527736131934,4
26,Bioinformatics and Computational Biology,60,667,0.08995502248875563,5
26,Epidemiology,45,667,0.06746626686656672,6
26,Cardiovascular Medicine and Haematology,25,667,0.037481259370314844,7
26,Immunology,23,667,0.034482758620689655,8
26,Unclassified,18,667,0.026986506746626688,9
26,Health Services and Systems,14,667,0.020989505247376312,10
26,Paediatrics,10,667,0.014992503748125937,11
26,Medical Microbiology,8,667,0.01199400299850075,12
26,Medical Biochemistry and Metabolomics,6,667,0.008995502248875561,13
26,Nutrition and Dietetics,6,667,0.008995502248875561,14
26,Statistics,5,667,0.0074962518740629685,15
26,Biomedical Engineering,4,667,0.005997001499250375,16
26,Pharmacology and Pharmaceutical Sciences,3,667,0.004497751124437781,17
26,Biological Psychology,2,667,0.0029985007496251873,18
27,Clinical Sciences,281,629,0.4467408585055644,1
27,Genetics,165,629,0.26232114467408585,2
27,Epidemiology,85,629,0.13513513513513514,3
27,Biochemistry and Cell Biology,31,629,0.0492845786963434,4
27,Medical Physiology,31,629,0.0492845786963434,5
27,Cardiovascular Medicine and Haematology,11,629,0.017488076311605722,6
27,Biological Psychology,8,629,0.012718600953895072,7
27,Paediatrics,4,629,0.006359300476947536,8
27,Oncology and Carcinogenesis,3,629,0.0047694753577106515,9
27,Health Services and Systems,2,629,0.003179650238473768,10
27,Bioinformatics and Computational Biology,1,629,0.001589825119236884,11
27,Computer Vision and Multimedia Computation,1,629,0.001589825119236884,12
27,Machine Learning,1,629,0.001589825119236884,13
27,Neurosciences,1,629,0.001589825119236884,14
27,Nutrition and Dietetics,1,629,0.001589825119236884,15
27,Pharmacology and Pharmaceutical Sciences,1,629,0.001589825119236884,16
27,Public Health,1,629,0.001589825119236884,17
27,Unclassified,1,629,0.001589825119236884,18
28,Clinical Sciences,188,629,0.2988871224165342,1
28,Epidemiology,136,629,0.21621621621621623,2
28,Genetics,88,629,0.13990461049284578,3
28,Oncology and Carcinogenesis,42,629,0.06677265500794913,4
28,Nutrition and Dietetics,35,629,0.05564387917329094,5
28,Health Services and Systems,31,629,0.0492845786963434,6
28,Cardiovascular Medicine and Haematology,28,629,0.04451510333863275,7
28,Public Health,21,629,0.033386327503974564,8
28,Reproductive Medicine,12,629,0.019077901430842606,9
28,Bioinformatics and Computational Biology,10,629,0.01589825119236884,10
28,Ophthalmology and Optometry,9,629,0.014308426073131956,11
28,Neurosciences,7,629,0.011128775834658187,12
28,Animal Production,5,629,0.00794912559618442,13
28,Biological Psychology,4,629,0.006359300476947536,14
28,Biomedical Engineering,4,629,0.006359300476947536,15
28,Cybersecurity and Privacy,3,629,0.0047694753577106515,16
28,Allied Health and Rehabilitation Science,1,629,0.001589825119236884,17
28,Chemical Engineering,1,629,0.001589825119236884,18
28,Information Systems,1,629,0.001589825119236884,19
28,Medical Biochemistry and Metabolomics,1,629,0.001589825119236884,20
28,Medical Physiology,1,629,0.001589825119236884,21
28,Pharmacology and Pharmaceutical Sciences,1,629,0.001589825119236884,22
29,Genetics,249,609,0.4088669950738916,1
29,Clinical Sciences,122,609,0.20032840722495895,2
29,Medical Biochemistry and Metabolomics,64,609,0.10509031198686371,3
29,Epidemiology,48,609,0.07881773399014778,4
29,Biochemistry and Cell Biology,28,609,0.04597701149425287,5
29,Oncology and Carcinogenesis,17,609,0.027914614121510674,6
29,Bioinformatics and Computational Biology,14,609,0.022988505747126436,7
29,Medical Physiology,12,609,0.019704433497536946,8
29,Unclassified,12,609,0.019704433497536946,9
29,Cardiovascular Medicine and Haematology,11,609,0.0180623973727422,10
29,Pharmacology and Pharmaceutical Sciences,10,609,0.016420361247947456,11
29,Applied Ethics,6,609,0.009852216748768473,12
29,Biological Psychology,6,609,0.009852216748768473,13
29,Clinical and Health Psychology,3,609,0.0049261083743842365,14
29,Reproductive Medicine,3,609,0.0049261083743842365,15
29,Machine Learning,2,609,0.003284072249589491,16
29,Analytical Chemistry,1,609,0.0016420361247947454,17
29,Public Health,1,609,0.0016420361247947454,18
30,Clinical Sciences,150,571,0.2626970227670753,1
30,Epidemiology,129,571,0.22591943957968477,2
30,Cardiovascular Medicine and Haematology,72,571,0.12609457092819615,3
30,Oncology and Carcinogenesis,61,571,0.10683012259194395,4
30,Biochemistry and Cell Biology,22,571,0.03852889667250438,5
30,Genetics,22,571,0.03852889667250438,6
30,Health Services and Systems,17,571,0.0297723292469352,7
30,Biological Psychology,15,571,0.02626970227670753,8
30,Public Health,15,571,0.02626970227670753,9
30,Ophthalmology and Optometry,12,571,0.021015761821366025,10
30,Medical Physiology,11,571,0.01926444833625219,11
30,Pollution and Contamination,11,571,0.01926444833625219,12
30,Nutrition and Dietetics,8,571,0.014010507880910683,13
30,"Banking, Finance and Investment",7,571,0.012259194395796848,14
30,Unclassified,6,571,0.010507880910683012,15
30,Bioinformatics and Computational Biology,4,571,0.0070052539404553416,16
30,Reproductive Medicine,4,571,0.0070052539404553416,17
30,Medical Biochemistry and Metabolomics,2,571,0.0035026269702276708,18
30,Allied Health and Rehabilitation Science,1,571,0.0017513134851138354,19
30,Dentistry,1,571,0.0017513134851138354,20
30,Neurosciences,1,571,0.0017513134851138354,21
31,Epidemiology,147,537,0.2737430167597765,1
31,Oncology and Carcinogenesis,112,537,0.2085661080074488,2
31,Clinical Sciences,81,537,0.15083798882681565,3
31,Nutrition and Dietetics,38,537,0.07076350093109869,4
31,Genetics,36,537,0.0670391061452514,5
31,Cardiovascular Medicine and Haematology,29,537,0.054003724394785846,6
31,Unclassified,14,537,0.0260707635009311,7
31,Biological Psychology,12,537,0.0223463687150838,8
31,Ophthalmology and Optometry,12,537,0.0223463687150838,9
31,Medical Biotechnology,9,537,0.01675977653631285,10
31,Pharmacology and Pharmaceutical Sciences,9,537,0.01675977653631285,11
31,Pollution and Contamination,9,537,0.01675977653631285,12
31,Health Services and Systems,7,537,0.01303538175046555,13
31,Immunology,7,537,0.01303538175046555,14
31,Reproductive Medicine,6,537,0.0111731843575419,15
31,Medical Biochemistry and Metabolomics,4,537,0.0074487895716946,16
31,Microbiology,3,537,0.00558659217877095,17
31,Applied and Developmental Psychology,2,537,0.0037243947858473,18
32,Ophthalmology and Optometry,135,530,0.25471698113207547,1
32,Clinical Sciences,104,530,0.19622641509433963,2
32,Epidemiology,88,530,0.1660377358490566,3
32,Cardiovascular Medicine and Haematology,68,530,0.12830188679245283,4
32,Medical Biochemistry and Metabolomics,18,530,0.033962264150943396,5
32,Biomedical Engineering,17,530,0.03207547169811321,6
32,Biochemistry and Cell Biology,16,530,0.03018867924528302,7
32,Public Health,16,530,0.03018867924528302,8
32,Nutrition and Dietetics,12,530,0.022641509433962263,9
32,Oncology and Carcinogenesis,10,530,0.018867924528301886,10
32,Applied Computing,9,530,0.016981132075471698,11
32,Health Services and Systems,8,530,0.01509433962264151,12
32,Allied Health and Rehabilitation Science,7,530,0.013207547169811321,13
32,Genetics,6,530,0.011320754716981131,14
32,Animal Production,5,530,0.009433962264150943,15
32,Biological Psychology,5,530,0.009433962264150943,16
32,Computer Vision and Multimedia Computation,2,530,0.0037735849056603774,17
32,Immunology,1,530,0.0018867924528301887,18
32,Medical Physiology,1,530,0.0018867924528301887,19
32,Statistics,1,530,0.0018867924528301887,20
32,Unclassified,1,530,0.0018867924528301887,21
33,Epidemiology,177,526,0.3365019011406844,1
33,Genetics,102,526,0.19391634980988592,2
33,Clinical Sciences,95,526,0.1806083650190114,3
33,Cardiovascular Medicine and Haematology,35,526,0.06653992395437262,4
33,Nutrition and Dietetics,16,526,0.030418250950570342,5
33,Unclassified,16,526,0.030418250950570342,6
33,Bioinformatics and Computational Biology,15,526,0.028517110266159697,7
33,Allied Health and Rehabilitation Science,11,526,0.02091254752851711,8
33,Public Health,9,526,0.017110266159695818,9
33,Food Sciences,8,526,0.015209125475285171,10
33,Medical Biochemistry and Metabolomics,7,526,0.013307984790874524,11
33,Oncology and Carcinogenesis,7,526,0.013307984790874524,12
33,Analytical Chemistry,4,526,0.0076045627376425855,13
33,Biological Psychology,4,526,0.0076045627376425855,14
33,Health Services and Systems,4,526,0.0076045627376425855,15
33,Immunology,4,526,0.0076045627376425855,16
33,Applied and Developmental Psychology,3,526,0.005703422053231939,17
33,Biochemistry and Cell Biology,3,526,0.005703422053231939,18
33,Medical Biotechnology,2,526,0.0038022813688212928,19
33,Neurosciences,2,526,0.0038022813688212928,20
33,Ophthalmology and Optometry,1,526,0.0019011406844106464,21
33,Reproductive Medicine,1,526,0.0019011406844106464,22
34,Epidemiology,145,506,0.2865612648221344,1
34,Clinical Sciences,76,506,0.15019762845849802,2
34,Genetics,57,506,0.11264822134387352,3
34,Cardiovascular Medicine and Haematology,44,506,0.08695652173913043,4
34,Nutrition and Dietetics,40,506,0.07905138339920949,5
34,Oncology and Carcinogenesis,24,506,0.04743083003952569,6
34,Biological Psychology,21,506,0.041501976284584984,7
34,Public Health,18,506,0.03557312252964427,8
34,Reproductive Medicine,15,506,0.029644268774703556,9
34,Unclassified,14,506,0.02766798418972332,10
34,Paediatrics,11,506,0.021739130434782608,11
34,Ophthalmology and Optometry,7,506,0.01383399209486166,12
34,Medical Biochemistry and Metabolomics,6,506,0.011857707509881422,13
34,Health Services and Systems,5,506,0.009881422924901186,14
34,Pharmacology and Pharmaceutical Sciences,5,506,0.009881422924901186,15
34,Biochemistry and Cell Biology,4,506,0.007905138339920948,16
34,Immunology,4,506,0.007905138339920948,17
34,Medical Biotechnology,3,506,0.005928853754940711,18
34,Food Sciences,2,506,0.003952569169960474,19
34,Pollution and Contamination,2,506,0.003952569169960474,20
34,Applied and Developmental Psychology,1,506,0.001976284584980237,21
34,Chemical Engineering,1,506,0.001976284584980237,22
34,Neurosciences,1,506,0.001976284584980237,23
35,Biological Psychology,109,503,0.21669980119284293,1
35,Clinical Sciences,104,503,0.20675944333996024,2
35,Epidemiology,77,503,0.15308151093439365,3
35,Genetics,39,503,0.0775347912524851,4
35,Cardiovascular Medicine and Haematology,38,503,0.07554671968190854,5
35,Biochemistry and Cell Biology,27,503,0.0536779324055666,6
35,Health Services and Systems,27,503,0.0536779324055666,7
35,Neurosciences,15,503,0.02982107355864811,8
35,Ophthalmology and Optometry,15,503,0.02982107355864811,9
35,Unclassified,10,503,0.019880715705765408,10
35,Public Health,9,503,0.017892644135188866,11
35,Medical Biochemistry and Metabolomics,7,503,0.013916500994035786,12
35,Computer Vision and Multimedia Computation,6,503,0.011928429423459244,13
35,Bioinformatics and Computational Biology,5,503,0.009940357852882704,14
35,Machine Learning,5,503,0.009940357852882704,15
35,Allied Health and Rehabilitation Science,3,503,0.005964214711729622,16
35,Nutrition and Dietetics,3,503,0.005964214711729622,17
35,Dentistry,2,503,0.003976143141153081,18
35,Pharmacology and Pharmaceutical Sciences,1,503,0.0019880715705765406,19
35,Reproductive Medicine,1,503,0.0019880715705765406,20
36,Clinical Sciences,198,491,0.40325865580448067,1
36,Cardiovascular Medicine and Haematology,84,491,0.1710794297352342,2
36,Genetics,53,491,0.1079429735234216,3
36,Epidemiology,47,491,0.09572301425661914,4
36,Reproductive Medicine,27,491,0.054989816700611,5
36,Medical Biochemistry and Metabolomics,18,491,0.03665987780040733,6
36,Public Health,17,491,0.034623217922606926,7
36,Health Services and Systems,12,491,0.024439918533604887,8
36,Microbiology,7,491,0.014256619144602852,9
36,Ophthalmology and Optometry,6,491,0.012219959266802444,10
36,Oncology and Carcinogenesis,5,491,0.010183299389002037,11
36,Paediatrics,5,491,0.010183299389002037,12
36,Allied Health and Rehabilitation Science,2,491,0.004073319755600814,13
36,Biochemistry and Cell Biology,2,491,0.004073319755600814,14
36,Immunology,2,491,0.004073319755600814,15
36,Nutrition and Dietetics,2,491,0.004073319755600814,16
36,Unclassified,2,491,0.004073319755600814,17
36,Machine Learning,1,491,0.002036659877800407,18
36,Pharmacology and Pharmaceutical Sciences,1,491,0.002036659877800407,19
37,Clinical Sciences,197,482,0.4087136929460581,1
37,Epidemiology,82,482,0.17012448132780084,2
37,Public Health,47,482,0.0975103734439834,3
37,Cardiovascular Medicine and Haematology,46,482,0.0954356846473029,4
37,Nutrition and Dietetics,22,482,0.04564315352697095,5
37,Oncology and Carcinogenesis,22,482,0.04564315352697095,6
37,Biological Psychology,11,482,0.022821576763485476,7
37,Health Services and Systems,9,482,0.01867219917012448,8
37,Clinical and Health Psychology,7,482,0.014522821576763486,9
37,Medical Biochemistry and Metabolomics,7,482,0.014522821576763486,10
37,Unclassified,7,482,0.014522821576763486,11
37,Immunology,6,482,0.012448132780082987,12
37,Biochemistry and Cell Biology,5,482,0.01037344398340249,13
37,Ophthalmology and Optometry,5,482,0.01037344398340249,14
37,Pollution and Contamination,5,482,0.01037344398340249,15
37,Genetics,3,482,0.006224066390041493,16
37,Statistics,1,482,0.002074688796680498,17
38,Genetics,146,465,0.3139784946236559,1
38,Cardiovascular Medicine and Haematology,82,465,0.17634408602150536,2
38,Clinical Sciences,59,465,0.12688172043010754,3
38,Biochemistry and Cell Biology,48,465,0.1032258064516129,4
38,Epidemiology,28,465,0.060215053763440864,5
38,Bioinformatics and Computational Biology,20,465,0.043010752688172046,6
38,Biological Psychology,16,465,0.034408602150537634,7
38,Allied Health and Rehabilitation Science,15,465,0.03225806451612903,8
38,Medical Physiology,14,465,0.030107526881720432,9
38,Medical Biochemistry and Metabolomics,11,465,0.023655913978494623,10
38,Public Health,6,465,0.012903225806451613,11
38,Microbiology,5,465,0.010752688172043012,12
38,Machine Learning,4,465,0.008602150537634409,13
38,Classical Physics,2,465,0.004301075268817204,14
38,Human Geography,2,465,0.004301075268817204,15
38,Nutrition and Dietetics,2,465,0.004301075268817204,16
38,Ophthalmology and Optometry,2,465,0.004301075268817204,17
38,Paediatrics,1,465,0.002150537634408602,18
38,Social and Personality Psychology,1,465,0.002150537634408602,19
38,Unclassified,1,465,0.002150537634408602,20
39,Biological Psychology,254,460,0.5521739130434783,1
39,Clinical Sciences,61,460,0.13260869565217392,2
39,Epidemiology,28,460,0.06086956521739131,3
39,Public Health,21,460,0.04565217391304348,4
39,Machine Learning,19,460,0.041304347826086954,5
39,Biochemistry and Cell Biology,16,460,0.034782608695652174,6
39,Cardiovascular Medicine and Haematology,10,460,0.021739130434782608,7
39,Genetics,9,460,0.01956521739130435,8
39,Medical Biochemistry and Metabolomics,7,460,0.015217391304347827,9
39,Unclassified,7,460,0.015217391304347827,10
39,Human-Centred Computing,6,460,0.013043478260869565,11
39,Health Services and Systems,5,460,0.010869565217391304,12
39,Nutrition and Dietetics,5,460,0.010869565217391304,13
39,"Atomic, Molecular and Optical Physics",3,460,0.006521739130434782,14
39,Bioinformatics and Computational Biology,3,460,0.006521739130434782,15
39,Applied and Developmental Psychology,2,460,0.004347826086956522,16
39,Clinical and Health Psychology,2,460,0.004347826086956522,17
39,Medical and Biological Physics,1,460,0.002173913043478261,18
39,Statistics,1,460,0.002173913043478261,19
40,Epidemiology,127,454,0.27973568281938327,1
40,Cardiovascular Medicine and Haematology,119,454,0.2621145374449339,2
40,Clinical Sciences,104,454,0.2290748898678414,3
40,Genetics,22,454,0.048458149779735685,4
40,Nutrition and Dietetics,17,454,0.037444933920704845,5
40,Biological Psychology,15,454,0.03303964757709251,6
40,Pollution and Contamination,14,454,0.030837004405286344,7
40,Public Health,11,454,0.024229074889867842,8
40,Health Services and Systems,7,454,0.015418502202643172,9
40,Unclassified,5,454,0.011013215859030838,10
40,Biochemistry and Cell Biology,4,454,0.00881057268722467,11
40,Clinical and Health Psychology,3,454,0.006607929515418502,12
40,Medical Biochemistry and Metabolomics,2,454,0.004405286343612335,13
40,Neurosciences,2,454,0.004405286343612335,14
40,Atmospheric Sciences,1,454,0.0022026431718061676,15
40,Oncology and Carcinogenesis,1,454,0.0022026431718061676,16
41,Epidemiology,128,410,0.3121951219512195,1
41,Genetics,105,410,0.25609756097560976,2
41,Clinical Sciences,51,410,0.12439024390243902,3
41,Biological Psychology,19,410,0.046341463414634146,4
41,Immunology,17,410,0.041463414634146344,5
41,Dentistry,12,410,0.02926829268292683,6
41,Nutrition and Dietetics,12,410,0.02926829268292683,7
41,Cardiovascular Medicine and Haematology,11,410,0.026829268292682926,8
41,Environmental Management,9,410,0.02195121951219512,9
41,Oncology and Carcinogenesis,9,410,0.02195121951219512,10
41,Pollution and Contamination,9,410,0.02195121951219512,11
41,Atmospheric Sciences,6,410,0.014634146341463415,12
41,Medical Physiology,5,410,0.012195121951219513,13
41,Public Health,4,410,0.00975609756097561,14
41,Social and Personality Psychology,4,410,0.00975609756097561,15
41,Ecological Applications,3,410,0.007317073170731708,16
41,Bioinformatics and Computational Biology,2,410,0.004878048780487805,17
41,Health Services and Systems,2,410,0.004878048780487805,18
41,Unclassified,2,410,0.004878048780487805,19
42,Epidemiology,91,405,0.22469135802469137,1
42,Clinical Sciences,90,405,0.2222222222222222,2
42,Genetics,53,405,0.1308641975308642,3
42,Biochemistry and Cell Biology,33,405,0.08148148148148149,4
42,Public Health,31,405,0.07654320987654321,5
42,Oncology and Carcinogenesis,27,405,0.06666666666666667,6
42,Ophthalmology and Optometry,23,405,0.056790123456790124,7
42,Biological Psychology,12,405,0.02962962962962963,8
42,Health Services and Systems,12,405,0.02962962962962963,9
42,Nutrition and Dietetics,11,405,0.027160493827160494,10
42,Cardiovascular Medicine and Haematology,7,405,0.01728395061728395,11
42,Unclassified,6,405,0.014814814814814815,12
42,Pharmacology and Pharmaceutical Sciences,4,405,0.009876543209876543,13
42,Bioinformatics and Computational Biology,3,405,0.007407407407407408,14
42,Statistics,2,405,0.0049382716049382715,15
43,Clinical Sciences,119,399,0.2982456140350877,1
43,Epidemiology,84,399,0.21052631578947367,2
43,Cardiovascular Medicine and Haematology,54,399,0.13533834586466165,3
43,Biological Psychology,20,399,0.05012531328320802,4
43,Neurosciences,18,399,0.045112781954887216,5
43,Immunology,17,399,0.042606516290726815,6
43,Public Health,17,399,0.042606516290726815,7
43,Biochemistry and Cell Biology,15,399,0.03759398496240601,8
43,Medical Biochemistry and Metabolomics,14,399,0.03508771929824561,9
43,Pollution and Contamination,11,399,0.02756892230576441,10
43,Reproductive Medicine,9,399,0.022556390977443608,11
43,Nutrition and Dietetics,7,399,0.017543859649122806,12
43,Unclassified,6,399,0.015037593984962405,13
43,Bioinformatics and Computational Biology,5,399,0.012531328320802004,14
43,Oncology and Carcinogenesis,3,399,0.007518796992481203,15
44,Clinical Sciences,91,337,0.27002967359050445,1
44,Epidemiology,69,337,0.20474777448071216,2
44,Genetics,65,337,0.19287833827893175,3
44,Nutrition and Dietetics,33,337,0.09792284866468842,4
44,Biochemistry and Cell Biology,14,337,0.04154302670623145,5
44,Dentistry,12,337,0.03560830860534125,6
44,Oncology and Carcinogenesis,12,337,0.03560830860534125,7
44,Biological Psychology,9,337,0.026706231454005934,8
44,Public Health,9,337,0.026706231454005934,9
44,Animal Production,7,337,0.020771513353115726,10
44,Health Services and Systems,4,337,0.011869436201780416,11
44,Unclassified,3,337,0.008902077151335312,12
44,Biomedical Engineering,2,337,0.005934718100890208,13
44,Ophthalmology and Optometry,2,337,0.005934718100890208,14
