iso3,country,Female,Male,Unknown,classified,total,female_name_share,unknown_name_share,female_name_ci_low,female_name_ci_high
PAN,Panama,0.0,0.26785714285714285,0.023809523809523808,0.26785714285714285,0.29166666666666663,0.0,8.16326530612245,,
PER,Peru,0.12121212121212122,0.4001030628068972,0.005319148936170213,0.5213151840190184,0.5266343329551887,23.251216332823944,1.0100269965921154,,
PHL,Philippines,0.08710626074319373,0.029394018177288136,0.0,0.11650027892048187,0.11650027892048187,74.76914351651361,0.0,,
PNG,Papua New Guinea,0.0,0.07894736842105263,0.0,0.07894736842105263,0.07894736842105263,0.0,0.0,,
POL,Poland,5.3450333938960375,13.819736141316847,2.6255646451086663,19.164769535212884,21.79033418032155,27.889891313721268,12.049216975661464,,
PRT,Portugal,2.108174354859816,3.223210533955954,0.125,5.33138488881577,5.45638488881577,39.54271542619938,2.2908941093253676,,
PSE,Palestinian Territory,0.02631578947368421,0.0,0.0,0.02631578947368421,0.02631578947368421,100.0,0.0,,
QAT,Qatar,1.755848302013237,6.838912895223726,0.8697691197691197,8.594761197236963,9.464530317006083,20.429285488207697,9.189775832893671,,
REU,Reunion,0.13596491228070173,0.0,0.0,0.13596491228070173,0.13596491228070173,100.0,0.0,,
ROU,Romania,2.1970988851423705,0.7661662565277987,0.4202677420781483,2.963265141670169,3.3835328837483174,74.14452572084154,12.42097406816306,,
RUS,Russia,18.610113330138457,20.583764310364934,10.209752174307773,39.19387764050339,49.40362981481116,47.4821947979614,20.665996026160204,,
RWA,Rwanda,0.25,0.0,0.25,0.25,0.5,100.0,50.0,,
SAU,Saudi Arabia,4.544888018633227,19.099601851974356,1.5741143447345494,23.644489870607583,25.218604215342133,19.221763901461745,6.241877350915845,,
SDN,Sudan,0.08695652173913043,0.25,0.0,0.33695652173913043,0.33695652173913043,25.806451612903224,0.0,,
SEN,Senegal,0.045103092783505154,0.2728092783505155,0.0,0.31791237113402065,0.31791237113402065,14.187271990271583,0.0,,
SGP,Singapore,21.291737885238586,33.54247885762004,24.952193648252468,54.83421674285863,79.7864103911111,38.82929154452002,31.27373888101671,,
SLV,El Salvador,0.002564102564102564,0.0,0.0,0.002564102564102564,0.002564102564102564,99.99999999999999,0.0,,
SRB,Serbia,1.3908201739091528,1.4346613933570456,0.0,2.8254815672661984,2.8254815672661984,49.2241814642183,0.0,,
SVK,Slovakia,0.08333333333333333,0.38425925925925924,0.0,0.46759259259259256,0.46759259259259256,17.82178217821782,0.0,,
SVN,Slovenia,0.8974177586231915,1.2910507595660135,1.0833333333333333,2.1884685181892047,3.2718018515225378,41.006656077727726,33.11121463022592,,
SWE,Sweden,167.15256541327142,204.0926590578011,45.47066683164486,371.2452244710725,416.71589130271735,45.024839215486246,10.911670944320514,,
THA,Thailand,1.1413069195049172,0.7289855072463768,3.7018562862410778,1.870292426751294,5.572148712992371,61.02291295096416,66.43498723588618,,
TUN,Tunisia,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,100.0,0.0,,
TUR,Turkey,3.803717071912336,4.049458470979234,1.365126050420168,7.85317554289157,9.218301593311738,48.43540108250009,14.808867301658085,,
TWN,Taiwan,6.776519468115737,11.948868957687033,43.428661108615174,18.72538842580277,62.15404953441794,36.1889393908539,69.8726172050406,,
TZA,Tanzania,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,,
UGA,Uganda,0.45039207868155234,2.034140832791131,0.013888888888888888,2.4845329114726833,2.498421800361572,18.127837091704563,0.5559064881229777,,
UKR,Ukraine,0.09675925925925925,0.004629629629629629,0.4,0.10138888888888889,0.5013888888888889,95.4337899543379,79.77839335180056,,
URY,Uruguay,0.8183760683760684,0.16172506738544473,0.0,0.980101135761513,0.980101135761513,83.49914498774777,0.0,,
USA,United States,1629.3446985098542,2990.7977634153153,811.6656571907323,4620.142461925169,5431.808119115902,35.2661138035757,14.942826392086205,,
UZB,Uzbekistan,0.484005376344086,0.20833333333333331,0.6383333333333333,0.6923387096774194,1.3306720430107526,69.90875558144049,47.970748065695645,,
VEN,Venezuela,0.24074074074074073,1.074074074074074,0.0,1.3148148148148147,1.3148148148148147,18.30985915492958,0.0,,
VNM,Vietnam,0.21923076923076923,1.876217257081331,0.7714285714285714,2.0954480263121003,2.8668765977406716,10.462238455830665,26.90832845880143,,
WSM,Samoa,0.0,0.08252475649667397,0.11343847832176006,0.08252475649667397,0.19596323481843403,0.0,57.88763306896026,,
YEM,Yemen,0.36363636363636365,0.8636363636363636,0.2727272727272727,1.2272727272727273,1.5,29.629629629629633,18.18181818181818,,
ZAF,South Africa,8.989674286936431,9.464842486166587,2.6764190588466406,18.454516773103016,21.130935831949657,48.712596474152335,12.665880395131083,,
ZWE,Zimbabwe,0.0,0.125,0.1875,0.125,0.3125,0.0,60.0,,
