coauthor_count,n_authors,author_share_percent,survival_percent
539,4,0.005777257824573566,5.371405462397274
540,2,0.002888628912286783,5.365628204572699
541,5,0.007221572280716957,5.362739575660413
542,3,0.004332943368430175,5.355518003379696
543,4,0.005777257824573566,5.351185060011265
544,6,0.00866588673686035,5.345407802186692
545,2,0.002888628912286783,5.3367419154498315
546,3,0.004332943368430175,5.333853286537545
547,24,0.0346635469474414,5.329520343169115
548,1,0.0014443144561433914,5.294856796221674
549,9,0.012998830105290524,5.29341248176553
550,4,0.005777257824573566,5.28041365166024
551,10,0.014443144561433915,5.2746363938356655
552,4,0.005777257824573566,5.260193249274232
553,7,0.01011020119300374,5.254415991449658
554,5,0.007221572280716957,5.2443057902566546
555,4,0.005777257824573566,5.237084217975938
556,3,0.004332943368430175,5.231306960151364
557,4,0.005777257824573566,5.226974016782934
558,2,0.002888628912286783,5.22119675895836
559,16,0.023109031298294263,5.218308130046074
560,1,0.0014443144561433914,5.195199098747779
561,5,0.007221572280716957,5.193754784291636
562,2,0.002888628912286783,5.186533212010919
563,4,0.005777257824573566,5.183644583098633
564,3,0.004332943368430175,5.177867325274058
565,5,0.007221572280716957,5.173534381905628
566,4,0.005777257824573566,5.166312809624912
567,6,0.00866588673686035,5.160535551800338
568,2,0.002888628912286783,5.151869665063478
569,2,0.002888628912286783,5.1489810361511905
570,2,0.002888628912286783,5.146092407238904
571,1,0.0014443144561433914,5.143203778326617
572,7,0.01011020119300374,5.141759463870474
573,2,0.002888628912286783,5.13164926267747
574,3,0.004332943368430175,5.128760633765183
575,4,0.005777257824573566,5.124427690396753
576,4,0.005777257824573566,5.1186504325721796
577,5,0.007221572280716957,5.112873174747606
578,2,0.002888628912286783,5.105651602466889
579,3,0.004332943368430175,5.1027629735546025
580,4,0.005777257824573566,5.098430030186172
581,1,0.0014443144561433914,5.092652772361599
582,2,0.002888628912286783,5.091208457905455
583,2,0.002888628912286783,5.088319828993169
584,7,0.01011020119300374,5.0854312000808815
585,5,0.007221572280716957,5.075320998887878
586,5,0.007221572280716957,5.068099426607161
587,4,0.005777257824573566,5.060877854326444
588,1,0.0014443144561433914,5.0551005965018705
