plot_node,modal_for_l4,n_authors,group_authors,author_share,rank
Community 2,Statistics,10,3657,0.0027344818156959257,15
Community 2,Dentistry,9,3657,0.002461033634126333,16
Community 2,Bioinformatics and Computational Biology,8,3657,0.0021875854525567405,17
Community 2,Ophthalmology and Optometry,7,3657,0.0019141372709871479,18
Community 2,"Agriculture, Land and Farm Management",3,3657,0.0008203445447087777,19
Community 2,Biological Psychology,3,3657,0.0008203445447087777,20
Community 2,Machine Learning,3,3657,0.0008203445447087777,21
Community 2,Sports Science and Exercise,2,3657,0.0005468963631391851,22
Community 2,Analytical Chemistry,1,3657,0.00027344818156959256,23
Community 2,Distributed Computing and Systems Software,1,3657,0.00027344818156959256,24
Community 2,Software Engineering,1,3657,0.00027344818156959256,25
Community 3,Biological Psychology,1411,2646,0.5332577475434618,1
Community 3,Genetics,381,2646,0.14399092970521543,2
Community 3,Clinical Sciences,228,2646,0.08616780045351474,3
Community 3,Epidemiology,154,2646,0.0582010582010582,4
Community 3,Machine Learning,117,2646,0.04421768707482993,5
Community 3,Unclassified,107,2646,0.040438397581254726,6
Community 3,Pharmacology and Pharmaceutical Sciences,30,2646,0.011337868480725623,7
Community 3,Health Services and Systems,28,2646,0.010582010582010581,8
Community 3,Social and Personality Psychology,18,2646,0.006802721088435374,9
Community 3,Statistics,17,2646,0.006424792139077854,10
Community 3,Cardiovascular Medicine and Haematology,13,2646,0.0049130763416477706,11
Community 3,Specialist Studies In Education,13,2646,0.0049130763416477706,12
Community 3,Bioinformatics and Computational Biology,12,2646,0.0045351473922902496,13
Community 3,Ophthalmology and Optometry,12,2646,0.0045351473922902496,14
Community 3,Computer Vision and Multimedia Computation,11,2646,0.0041572184429327285,15
Community 3,Neurosciences,11,2646,0.0041572184429327285,16
Community 3,Biomedical Engineering,9,2646,0.003401360544217687,17
Community 3,Data Management and Data Science,9,2646,0.003401360544217687,18
Community 3,Public Health,9,2646,0.003401360544217687,19
Community 3,Applied and Developmental Psychology,7,2646,0.0026455026455026454,20
Community 3,Nutrition and Dietetics,6,2646,0.0022675736961451248,21
Community 3,Medical Physiology,5,2646,0.001889644746787604,22
Community 3,Paediatrics,5,2646,0.001889644746787604,23
Community 3,Applied Ethics,4,2646,0.0015117157974300832,24
Community 3,Clinical and Health Psychology,4,2646,0.0015117157974300832,25
Community 3,Immunology,4,2646,0.0015117157974300832,26
Community 3,Software Engineering,4,2646,0.0015117157974300832,27
Community 3,Medical Biochemistry and Metabolomics,3,2646,0.0011337868480725624,28
Community 3,Reproductive Medicine,3,2646,0.0011337868480725624,29
Community 3,Allied Health and Rehabilitation Science,2,2646,0.0007558578987150416,30
Community 3,"Graphics, Augmented Reality and Games",2,2646,0.0007558578987150416,31
Community 3,Materials Engineering,2,2646,0.0007558578987150416,32
Community 3,Anthropology,1,2646,0.0003779289493575208,33
Community 3,Atmospheric Sciences,1,2646,0.0003779289493575208,34
Community 3,Building,1,2646,0.0003779289493575208,35
Community 3,Distributed Computing and Systems Software,1,2646,0.0003779289493575208,36
Community 3,Zoology,1,2646,0.0003779289493575208,37
Community 4,Genetics,1009,2207,0.45718169460806524,1
Community 4,Epidemiology,843,2207,0.38196647032170367,2
Community 4,Health Services and Systems,167,2207,0.07566832804712278,3
Community 4,Immunology,54,2207,0.024467603081105575,4
Community 4,Medical Microbiology,53,2207,0.02401449932034436,5
Community 4,Oncology and Carcinogenesis,26,2207,0.011780697779791573,6
Community 4,Clinical Sciences,23,2207,0.01042138649750793,7
Community 4,Cardiovascular Medicine and Haematology,17,2207,0.007702763932940644,8
Community 4,Public Health,15,2207,0.006796556411418215,9
Community 5,Genetics,796,2086,0.3815915627996165,1
Community 5,Epidemiology,248,2086,0.11888782358581017,2
Community 5,Clinical Sciences,199,2086,0.09539789069990412,3
Community 5,Cardiovascular Medicine and Haematology,194,2086,0.09300095877277086,4
Community 5,Biochemistry and Cell Biology,101,2086,0.048418024928092045,5
Community 5,Health Services and Systems,61,2086,0.029242569511025888,6
Community 5,Biological Psychology,46,2086,0.02205177372962608,7
Community 5,Paediatrics,44,2086,0.02109300095877277,8
Community 5,Public Health,39,2086,0.018696069031639503,9
Community 5,Unclassified,35,2086,0.016778523489932886,10
Community 5,Bioinformatics and Computational Biology,32,2086,0.015340364333652923,11
Community 5,Immunology,31,2086,0.014860977948226271,12
Community 5,Nutrition and Dietetics,31,2086,0.014860977948226271,13
Community 5,Ophthalmology and Optometry,27,2086,0.012943432406519654,14
Community 5,Reproductive Medicine,26,2086,0.012464046021093002,15
Community 5,Medical Biotechnology,25,2086,0.011984659635666348,16
Community 5,Cognitive and Computational Psychology,24,2086,0.011505273250239693,17
Community 5,Pharmacology and Pharmaceutical Sciences,23,2086,0.01102588686481304,18
Community 5,Oncology and Carcinogenesis,21,2086,0.010067114093959731,19
Community 5,Medical Biochemistry and Metabolomics,19,2086,0.009108341323106424,20
Community 5,Medical Physiology,18,2086,0.00862895493767977,21
Community 5,Dentistry,16,2086,0.007670182166826462,22
Community 5,Agricultural Biotechnology,11,2086,0.0052732502396931925,23
Community 5,Microbiology,11,2086,0.0052732502396931925,24
Community 5,Statistics,5,2086,0.0023969319271332696,25
Community 5,Machine Learning,3,2086,0.0014381591562799617,26
Community 6,Genetics,461,1948,0.236652977412731,1
Community 6,Epidemiology,448,1948,0.2299794661190965,2
Community 6,Clinical Sciences,359,1948,0.18429158110882957,3
Community 6,Cardiovascular Medicine and Haematology,217,1948,0.11139630390143737,4
Community 6,Biochemistry and Cell Biology,53,1948,0.027207392197125257,5
Community 6,Oncology and Carcinogenesis,50,1948,0.02566735112936345,6
Community 6,Bioinformatics and Computational Biology,41,1948,0.02104722792607803,7
Community 6,Pharmacology and Pharmaceutical Sciences,37,1948,0.018993839835728953,8
Community 6,Medical Physiology,33,1948,0.016940451745379878,9
Community 6,Unclassified,30,1948,0.015400410677618069,10
Community 6,Neurosciences,26,1948,0.013347022587268994,11
Community 6,Health Services and Systems,23,1948,0.011806981519507187,12
Community 6,Public Health,21,1948,0.010780287474332649,13
Community 6,Biomedical Engineering,18,1948,0.009240246406570842,14
Community 6,Biological Psychology,16,1948,0.008213552361396304,15
Community 6,Machine Learning,16,1948,0.008213552361396304,16
Community 6,Microbiology,16,1948,0.008213552361396304,17
Community 6,Medical Biochemistry and Metabolomics,14,1948,0.007186858316221766,18
Community 6,Nutrition and Dietetics,14,1948,0.007186858316221766,19
Community 6,Medical Biotechnology,12,1948,0.006160164271047228,20
Community 6,Statistics,11,1948,0.005646817248459959,21
Community 6,Applied Computing,10,1948,0.00513347022587269,22
Community 6,Medical Microbiology,10,1948,0.00513347022587269,23
Community 6,Immunology,7,1948,0.003593429158110883,24
Community 6,Computer Vision and Multimedia Computation,2,1948,0.001026694045174538,25
Community 6,Sports Science and Exercise,2,1948,0.001026694045174538,26
Community 6,Reproductive Medicine,1,1948,0.000513347022587269,27
Community 7,Clinical Sciences,518,1819,0.2847718526663002,1
Community 7,Cardiovascular Medicine and Haematology,476,1819,0.2616822429906542,2
Community 7,Genetics,231,1819,0.12699285321605278,3
Community 7,Epidemiology,131,1819,0.0720175920835624,4
Community 7,Health Services and Systems,85,1819,0.04672897196261682,5
Community 7,Unclassified,46,1819,0.025288620120945574,6
Community 7,Machine Learning,42,1819,0.02308960967564596,7
Community 7,Biological Psychology,35,1819,0.019241341396371632,8
Community 7,Computer Vision and Multimedia Computation,34,1819,0.018691588785046728,9
Community 7,Biomedical Engineering,28,1819,0.015393073117097306,10
Community 7,Medical and Biological Physics,28,1819,0.015393073117097306,11
Community 7,Public Health,28,1819,0.015393073117097306,12
Community 7,Reproductive Medicine,26,1819,0.014293567894447499,13
Community 7,"Graphics, Augmented Reality and Games",18,1819,0.009895547003848268,14
Community 7,Data Management and Data Science,11,1819,0.006047278724573941,15
Community 7,Pharmacology and Pharmaceutical Sciences,9,1819,0.004947773501924134,16
Community 7,Allied Health and Rehabilitation Science,7,1819,0.0038482682792743265,17
Community 7,Human Resources and Industrial Relations,7,1819,0.0038482682792743265,18
Community 7,Medical Biochemistry and Metabolomics,6,1819,0.003298515667949423,19
Community 7,Ophthalmology and Optometry,6,1819,0.003298515667949423,20
Community 7,Applied and Developmental Psychology,5,1819,0.002748763056624519,21
Community 7,Bioinformatics and Computational Biology,5,1819,0.002748763056624519,22
Community 7,Communications Engineering,5,1819,0.002748763056624519,23
Community 7,Medical Microbiology,5,1819,0.002748763056624519,24
Community 7,Fluid Mechanics and Thermal Engineering,4,1819,0.0021990104452996153,25
Community 7,Nutrition and Dietetics,4,1819,0.0021990104452996153,26
Community 7,Human Geography,3,1819,0.0016492578339747114,27
Community 7,Oncology and Carcinogenesis,3,1819,0.0016492578339747114,28
Community 7,Statistics,3,1819,0.0016492578339747114,29
Community 7,Distributed Computing and Systems Software,2,1819,0.0010995052226498076,30
Community 7,Neurosciences,2,1819,0.0010995052226498076,31
Community 7,Artificial Intelligence,1,1819,0.0005497526113249038,32
Community 7,Dentistry,1,1819,0.0005497526113249038,33
Community 7,Information Systems,1,1819,0.0005497526113249038,34
Community 7,Medical Physiology,1,1819,0.0005497526113249038,35
Community 7,Sports Science and Exercise,1,1819,0.0005497526113249038,36
Community 7,Veterinary Sciences,1,1819,0.0005497526113249038,37
Community 8,Ophthalmology and Optometry,578,1649,0.35051546391752575,1
Community 8,Genetics,292,1649,0.17707701637355974,2
Community 8,Clinical Sciences,168,1649,0.10187992722862341,3
Community 8,Epidemiology,128,1649,0.07762280169799879,4
Community 8,Health Services and Systems,79,1649,0.04790782292298363,5
Community 8,Cardiovascular Medicine and Haematology,61,1649,0.03699211643420255,6
Community 8,Oncology and Carcinogenesis,40,1649,0.02425712553062462,7
Community 8,Biomedical Engineering,39,1649,0.023650697392359005,8
Community 8,Public Health,35,1649,0.021224984839296544,9
Community 8,Biological Psychology,28,1649,0.016979987871437233,10
Community 8,Nutrition and Dietetics,24,1649,0.014554275318374773,11
Community 8,Unclassified,22,1649,0.013341419041843541,12
Community 8,Biochemistry and Cell Biology,20,1649,0.01212856276531231,13
Community 8,Bioinformatics and Computational Biology,18,1649,0.010915706488781079,14
Community 8,Medical Physiology,18,1649,0.010915706488781079,15
Community 8,Machine Learning,17,1649,0.010309278350515464,16
Community 8,Reproductive Medicine,14,1649,0.008489993935718617,17
Community 8,Medical Biochemistry and Metabolomics,12,1649,0.0072771376591873865,18
Community 8,Allied Health and Rehabilitation Science,11,1649,0.0066707095209217705,19
Community 8,Neurosciences,11,1649,0.0066707095209217705,20
Community 8,Civil Engineering,8,1649,0.004851425106124924,21
Community 8,Applied and Developmental Psychology,7,1649,0.004244996967859308,22
Community 8,Pharmacology and Pharmaceutical Sciences,5,1649,0.0030321406913280777,23
Community 8,Agricultural Biotechnology,4,1649,0.002425712553062462,24
Community 8,Dentistry,3,1649,0.0018192844147968466,25
Community 8,Gender Studies,3,1649,0.0018192844147968466,26
Community 8,"Graphics, Augmented Reality and Games",2,1649,0.001212856276531231,27
Community 8,Computer Vision and Multimedia Computation,1,1649,0.0006064281382656155,28
Community 8,Human-Centred Computing,1,1649,0.0006064281382656155,29
Community 9,Cardiovascular Medicine and Haematology,398,1520,0.2618421052631579,1
Community 9,Genetics,344,1520,0.22631578947368422,2
Community 9,Epidemiology,250,1520,0.16447368421052633,3
Community 9,Clinical Sciences,198,1520,0.13026315789473683,4
Community 9,Public Health,93,1520,0.06118421052631579,5
Community 9,Health Services and Systems,58,1520,0.038157894736842106,6
Community 9,Immunology,41,1520,0.026973684210526316,7
Community 9,Ophthalmology and Optometry,30,1520,0.019736842105263157,8
Community 9,Biological Psychology,22,1520,0.014473684210526316,9
Community 9,Machine Learning,11,1520,0.007236842105263158,10
Community 9,Pollution and Contamination,11,1520,0.007236842105263158,11
Community 9,Oncology and Carcinogenesis,10,1520,0.006578947368421052,12
Community 9,Pharmacology and Pharmaceutical Sciences,10,1520,0.006578947368421052,13
Community 9,Biochemistry and Cell Biology,9,1520,0.0059210526315789476,14
Community 9,Applied Computing,7,1520,0.004605263157894736,15
Community 9,Bioinformatics and Computational Biology,6,1520,0.003947368421052632,16
Community 9,Nutrition and Dietetics,6,1520,0.003947368421052632,17
Community 9,Unclassified,5,1520,0.003289473684210526,18
Community 9,Information Systems,3,1520,0.001973684210526316,19
Community 9,Medical Biochemistry and Metabolomics,3,1520,0.001973684210526316,20
Community 9,Reproductive Medicine,3,1520,0.001973684210526316,21
Community 9,Human Resources and Industrial Relations,1,1520,0.0006578947368421052,22
Community 9,Neurosciences,1,1520,0.0006578947368421052,23
Other communities,Clinical Sciences,9653,40225,0.23997513983840896,1
Other communities,Epidemiology,7567,40225,0.18811684275947793,2
Other communities,Genetics,5845,40225,0.14530764449968925,3
Other communities,Cardiovascular Medicine and Haematology,2986,40225,0.07423244251087632,4
Other communities,Biological Psychology,2584,40225,0.06423865755127409,5
Other communities,Oncology and Carcinogenesis,1647,40225,0.040944686140459916,6
Other communities,Nutrition and Dietetics,1233,40225,0.030652579241765072,7
Other communities,Biochemistry and Cell Biology,1095,40225,0.027221876942200126,8
Other communities,Health Services and Systems,872,40225,0.021678060907395897,9
Other communities,Public Health,870,40225,0.021628340584213798,10
Other communities,Ophthalmology and Optometry,628,40225,0.015612181479179615,11
Other communities,Medical Biochemistry and Metabolomics,601,40225,0.014940957116221256,12
Other communities,Immunology,577,40225,0.014344313238036047,13
Other communities,Bioinformatics and Computational Biology,568,40225,0.014120571783716594,14
Other communities,Unclassified,510,40225,0.012678682411435674,15
Other communities,Pharmacology and Pharmaceutical Sciences,375,40225,0.009322560596643879,16
Other communities,Reproductive Medicine,274,40225,0.006811684275947793,17
Other communities,Machine Learning,227,40225,0.005643256681168427,18
Other communities,Medical Physiology,205,40225,0.00509633312616532,19
Other communities,Biomedical Engineering,174,40225,0.00432566811684276,20
Other communities,Dentistry,154,40225,0.0038284648850217527,21
Other communities,Neurosciences,149,40225,0.003704164077066501,22
Other communities,Allied Health and Rehabilitation Science,128,40225,0.0031821006836544436,23
Other communities,Statistics,123,40225,0.003057799875699192,24
Other communities,Archaeology,107,40225,0.0026600372902423866,25
Other communities,Microbiology,97,40225,0.0024114356743318833,26
Other communities,Clinical and Health Psychology,93,40225,0.002311995027967682,27
Other communities,Pollution and Contamination,91,40225,0.002262274704785581,28
Other communities,Applied and Developmental Psychology,65,40225,0.0016159105034182723,29
Other communities,Medical Microbiology,60,40225,0.0014916096954630206,30
Other communities,Data Management and Data Science,52,40225,0.0012927284027346177,31
Other communities,Applied Computing,51,40225,0.0012678682411435675,32
Other communities,Paediatrics,44,40225,0.001093847110006215,33
Other communities,Medical Biotechnology,34,40225,0.0008452454940957116,34
Other communities,"Graphics, Augmented Reality and Games",33,40225,0.0008203853325046613,35
Other communities,Animal Production,32,40225,0.0007955251709136109,36
Other communities,Demography,30,40225,0.0007458048477315103,37
Other communities,Anthropology,28,40225,0.0006960845245494096,38
Other communities,Sports Science and Exercise,27,40225,0.0006712243629583592,39
Other communities,Food Sciences,25,40225,0.0006215040397762585,40
Other communities,Computer Vision and Multimedia Computation,23,40225,0.0005717837165941579,41
Other communities,Ecological Applications,23,40225,0.0005717837165941579,42
Other communities,Chemical Engineering,21,40225,0.0005220633934120572,43
Other communities,Atmospheric Sciences,15,40225,0.00037290242386575515,44
Other communities,Analytical Chemistry,14,40225,0.0003480422622747048,45
Other communities,Midwifery,14,40225,0.0003480422622747048,46
Other communities,Artificial Intelligence,13,40225,0.00032318210068365443,47
Other communities,Medical and Biological Physics,13,40225,0.00032318210068365443,48
Other communities,Cybersecurity and Privacy,11,40225,0.00027346177750155377,49
Other communities,Ecology,11,40225,0.00027346177750155377,50
Other communities,Social and Personality Psychology,11,40225,0.00027346177750155377,51
Other communities,Human-Centred Computing,10,40225,0.0002486016159105034,52
Other communities,Design,9,40225,0.00022374145431945308,53
Other communities,Environmental Management,9,40225,0.00022374145431945308,54
Other communities,Human Geography,9,40225,0.00022374145431945308,55
Other communities,Medicinal and Biomolecular Chemistry,8,40225,0.00019888129272840272,56
Other communities,Zoology,8,40225,0.00019888129272840272,57
Other communities,Applied Economics,7,40225,0.0001740211311373524,58
Other communities,"Banking, Finance and Investment",7,40225,0.0001740211311373524,59
Other communities,Cognitive and Computational Psychology,7,40225,0.0001740211311373524,60
Other communities,Applied Ethics,6,40225,0.00014916096954630206,61
Other communities,Distributed Computing and Systems Software,6,40225,0.00014916096954630206,62
Other communities,Information Systems,6,40225,0.00014916096954630206,63
Other communities,Nursing,5,40225,0.0001243008079552517,64
Other communities,"Atomic, Molecular and Optical Physics",4,40225,9.944064636420136e-05,65
Other communities,Electrical Engineering,4,40225,9.944064636420136e-05,66
Other communities,Gender Studies,4,40225,9.944064636420136e-05,67
Other communities,Library and Information Studies,4,40225,9.944064636420136e-05,68
Other communities,Architecture,3,40225,7.458048477315103e-05,69
Other communities,Business Systems In Context,3,40225,7.458048477315103e-05,70
Other communities,Econometrics,3,40225,7.458048477315103e-05,71
Other communities,Evolutionary Biology,3,40225,7.458048477315103e-05,72
Other communities,Human Resources and Industrial Relations,3,40225,7.458048477315103e-05,73
Other communities,Law In Context,3,40225,7.458048477315103e-05,74
Other communities,Manufacturing Engineering,3,40225,7.458048477315103e-05,75
Other communities,Policy and Administration,3,40225,7.458048477315103e-05,76
Other communities,Classical Physics,2,40225,4.972032318210068e-05,77
Other communities,Curriculum and Pedagogy,2,40225,4.972032318210068e-05,78
Other communities,"Education Policy, Sociology and Philosophy",1,40225,2.486016159105034e-05,79
